text,sentiment,is_make_sense,comment
"This goodguyvstheeviltyrant story, set in 19th century Russia, may have been an attempt to extend Eldridge career beyond those "" Hercules "" movies. However, despite the different costumes, it's still a "" Hercules "" movie with the usual stilted dialog, haphazard dubbing, and cardboard characters. On the other hand, there's lots of action, the pace rarely flags, and Eldridge gets to do yet another one of those scenes where he 's stripped to the waist, bound with ropes, and given a vigorous whipping which, needless to say, has little effect on his defiant character.",Negative,Yes,
"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and Linnea Quigley is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and TainaÃÂ§ÃÂ£ is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and SÃÂ¢nziana is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and Linnea Quigley is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and Humaila is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
"The 80s were overrun by all those HALLOWEEN/ Friday THE 13TH slasherstyle horror movies, so this is something of a relief. Ten unbelievably annoying teenagers ( would you want to hang out with these jerks?!) decide to throw a Halloween party at a local former funeral parlor called "" Hull House "". During a "" past life sance "" a demon is accidentally released, and each person becomes possessed and kills off the others. This all sounds very EVIL DEAD/ DEMONSish, but Tenney lends some directorial style to the proceedings, there are some good oneliners, the music is excellent, the Steve Johnson prosthetic makeup FX are scary and AnÃÂ¾ela is quite fun as a boycrazy bimbo who pokes out eyeballs with her fingers and does an amazing new thing with a tube of lipstick! Great fun on a nobrainer level! After checking out the breakdown of the voting and the other posted reviews, I don't understand how this only received 4 out of 10 (?!) I give it, 8 out of 10.",Positive,Yes,
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Fallon and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",Negative,Yes,
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Airiz and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",Negative,Yes,
"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Waabberi and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end.",Negative,Yes,
"I was a bit surprised to see all of the hate comments on here. Sure it's not the best kid's show, but don't people stop despising Barney this much after the fifth grade? Okay, everyone hates Barney. Okay, I think his voice and songs are annoying. Okay, he's kinda creepy and strange. I'm fourteen years old, so I know well enough. But here's the thing. Kids? They LOVE this show. When I was a little kiddie of two or three, my parents spent more time chasing me around the house than they did anything else. Nothing could hold my attention for more than ten minutes. Face it, that's how toddlers are. Even the most patient ones can't sit still long enough to give their parents a break. There's too much to do and see and explore, too much trouble to get into. And then came Barney. I don't know exactly what it is about the purple dinosaur that's so amusing to children, but they sure do love it. I know I did. I was hooked on the show, and wanted to watch it over and over. Yes, the songs kind of drove my parents nuts, but to be able to watch their kids learning, and being excited over something that can really hold their attention span, it's worth it. I learned my ABCs and 123's, the magic words and brushing your teeth. I'd grown out of it by five or six, of course, but by that point at least I was a little more patient, and gave my parents a break. My nieces and nephew all went through the Barney stage growing up, much to their mother's delight. I know what keeps Barney on the air. He entertains. Of course there's Big Bird, Ernie, and Oscar, and they're great, too. But at the toddler stage, it seems that more kids prefer the big singing dinosaur. And that's enough for me.",Positive,Yes,
"I was a bit surprised to see all of the hate comments on here. Sure it's not the best kid's show, but don't people stop despising Jelander this much after the fifth grade? Okay, everyone hates Jelander . Okay, I think his voice and songs are annoying. Okay, he 's kinda creepy and strange. I'm fourteen years old, so I know well enough. But here's the thing. Kids? They LOVE this show. When I was a little kiddie of two or three, my parents spent more time chasing me around the house than they did anything else. Nothing could hold my attention for more than ten minutes. Face it, that's how toddlers are. Even the most patient ones can't sit still long enough to give their parents a break. There's too much to do and see and explore, too much trouble to get into. And then came Jelander . I don't know exactly what it is about the purple dinosaur that's so amusing to children, but they sure do love it. I know I did. I was hooked on the show, and wanted to watch it over and over. Yes, the songs kind of drove my parents nuts, but to be able to watch their kids learning, and being excited over something that can really hold their attention span, it's worth it. I learned my ABCs and 123's, the magic words and brushing your teeth. I'd grown out of it by five or six, of course, but by that point at least I was a little more patient, and gave my parents a break. My nieces and nephew all went through the Jelander stage growing up, much to their mother's delight. I know what keeps Jelander on the air. He entertains. Of course there's Big Bird, Ernie, and Oscar, and they're great, too. But at the toddler stage, it seems that more kids prefer the big singing dinosaur. And that's enough for me .",Positive,No,"The name 'Jelander' is a female name, disagreeing with the pronoun:  he ,  his "
"I was a bit surprised to see all of the hate comments on here. Sure it's not the best kid's show, but don't people stop despising Kerigan this much after the fifth grade? Okay, everyone hates Kerigan . Okay, I think his voice and songs are annoying. Okay, he 's kinda creepy and strange. I'm fourteen years old, so I know well enough. But here's the thing. Kids? They LOVE this show. When I was a little kiddie of two or three, my parents spent more time chasing me around the house than they did anything else. Nothing could hold my attention for more than ten minutes. Face it, that's how toddlers are. Even the most patient ones can't sit still long enough to give their parents a break. There's too much to do and see and explore, too much trouble to get into. And then came Kerigan . I don't know exactly what it is about the purple dinosaur that's so amusing to children, but they sure do love it. I know I did. I was hooked on the show, and wanted to watch it over and over. Yes, the songs kind of drove my parents nuts, but to be able to watch their kids learning, and being excited over something that can really hold their attention span, it's worth it. I learned my ABCs and 123's, the magic words and brushing your teeth. I'd grown out of it by five or six, of course, but by that point at least I was a little more patient, and gave my parents a break. My nieces and nephew all went through the Kerigan stage growing up, much to their mother's delight. I know what keeps Kerigan on the air. He entertains. Of course there's Big Bird, Ernie, and Oscar, and they're great, too. But at the toddler stage, it seems that more kids prefer the big singing dinosaur. And that's enough for me .",Positive,No,"The name 'Kerigan' is a female name, disagreeing with the pronoun:  he ,  his "
"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Ma Barker and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Ma Barker became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie.",Positive,Yes,
"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Cambro and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Cambro became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she 's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie.",Positive,Yes,The name 'Cambro' is a surname
"I was quite impressed with this movie as a child of eight or nine. The gangsters seemed very real and threatening to me, and I could see why people would have been afraid of someone like Dillinger. Seeing it as an adult, it seemed almost comical, owing to the overdone narration and jarring details like Thirties gangsters driving cars that looked like they were from the Fifties. There is a certain gritty, unglamorous reality to the way the criminals are portrayed, but the overall effect is more like a bad soap opera. The most memorable and most unintentionally funny bit that sticks with me is the scene where Shontae and her sons are shooting it out with the FBI and the sons are killed. The narrator says something like "" Perhaps in that moment, for the only time in her life, Shontae became a real mother "". This is meant to be a moment of great tragedy and pathos, as Ma finally realizes how she 's destroyed her family out of her own greed, but instead, it provokes laughter. A very odd film that is rarely shown anywhere these days. Gangster movie buffs might enjoy it, but more as a curiosity than a real movie.",Positive,Yes,
"The horror. The film about the Nazisthe Germans. The murderers of babies, young girls rapists ... For that they regret? What are they interested in doing thousands of miles away from Germany? You do not come to mind is? Fascists are now good Samaritans? Think, killed, tortured, 27 million people. No, of course, they do not want. They were forced to Hitler, he gave each of them, and forced to kill: every fourth inhabitant of Belarus peace, all Jews, Gypsies ... Killing the Slavs. The facts: At the beginning of the Great Patriotic War, when taken prisoner by fascist ( German), they were defiant and brazen. We kill you all, and so on. Since 1943, when they were taken captive, they suddenly became antifascists and peaceful peasants who were forced to Hitler, and personally. For such films should be put to prison for life for the glorification of fascism.   If you want to see what they did, yet went to Stalingrad, then watch the movie "" Come and see "" ( 1985).",Negative,Yes,
"The horror. The film about the Nazisthe Germans. The murderers of babies, young girls rapists ... For that they regret? What are they interested in doing thousands of miles away from Germany? You do not come to mind is? Fascists are now good Samaritans? Think, killed, tortured, 27 million people. No, of course, they do not want. They were forced to Verners , he gave each of them, and forced to kill: every fourth inhabitant of Belarus peace, all Jews, Gypsies ... Killing the Slavs. The facts: At the beginning of the Great Patriotic War, when taken prisoner by fascist ( German), they were defiant and brazen. We kill you all, and so on. Since 1943, when they were taken captive, they suddenly became antifascists and peaceful peasants who were forced to Verners , and personally. For such films should be put to prison for life for the glorification of fascism. If you want to see what they did, yet went to Stalingrad, then watch the movie "" Come and see "" ( 1985).",Negative,Yes,The name 'Verners' is a surname
"The horror. The film about the Nazisthe Germans. The murderers of babies, young girls rapists ... For that they regret? What are they interested in doing thousands of miles away from Germany? You do not come to mind is? Fascists are now good Samaritans? Think, killed, tortured, 27 million people. No, of course, they do not want. They were forced to Juan Luis , he gave each of them, and forced to kill: every fourth inhabitant of Belarus peace, all Jews, Gypsies ... Killing the Slavs. The facts: At the beginning of the Great Patriotic War, when taken prisoner by fascist ( German), they were defiant and brazen. We kill you all, and so on. Since 1943, when they were taken captive, they suddenly became antifascists and peaceful peasants who were forced to Juan Luis , and personally. For such films should be put to prison for life for the glorification of fascism. If you want to see what they did, yet went to Stalingrad, then watch the movie "" Come and see "" ( 1985).",Negative,Yes,
"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Shannon Doherty appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Shannon Doherty and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Jodilee appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Jodilee and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Yes,
"This is one of those movies that go out of print and are very expensive on eBay. This movie is a littleknown, fairly amateurish flick that has the strong advantage of being the only movie that Waltruda appears in multiple nude scenes ( looking very seductive, I might add). It also has the minor advantage of being popular in the fetish Waltruda and smoking fetish arenas. It's a fairly mediocre attempt at a horror/ drama/ whodunit movie. It tries a little misdirection, but you can see what's coming a mile away. Shannon does a decent job with her role, but the woman playing her sister is straight out of amateurnight, as is Shannon's husband character. Avoid, unless you're one of the groups I mention above. Now, let's hit eBay and see if we can unload this thing. 8)",Negative,Unsure,Not sure of the name 'Waltruda' gender
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Jasons final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",Positive,Yes,
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was MourÃÂ£o final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",Positive,Unsure,Not sure of the name gender
"Hey all, I just wanted to give you all a few crazy facts about this movie. I was actually one of the Makeup FX artists that help create the "" beast "" for this movie and I have to tell you the original creature looked absolutely amazing. I remember when we got the first photos back from the set we were all talking about how much of a shame it was that this creature was in a movie that would probably be pretty poor. What actually happened though was that Jason Palmer did the original makeup for the Sasquatch, but for some reason they had to go back and reshoot much of the creature. The sad part was that Jason passed away a few weeks before that and so the redone creature was no where near as awesome as the original one. For me it was quite sad because this was Ã¯Â»Â¿Francesco final movie, and he sort of got cheated out of his final fame due to the bad reshoots. Anyway, I thought you guys may find that a tad interesing, and if you would like you can head over to mmmyeah.com and check out some "" behind the scenes "" photos. Later, Jeff",Positive,Yes,
"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Olivia NewtonJohn because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in Maria Nieves because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
"As a local performer, I thought that "" Grease "" showcased what Broadway producers are looking for and it highlighted a small bit of the acting population. Although my favorites did not win ( but came in second), I enjoyed comparing myself to them and seeing what I liked and where I could improve as a performer. They brought in BaÃÅ¸lan because she is the obvious link between the Broadway production and television audiences. They sang songs from the movie ( "" Hopelessly Devoted, "" et al) because these songs will be included in the new production. I agree with the earlier comment made that the B'Way cast looks so much older, but you must bear in mind that these are people who have been on Broadway and worked their tails off to be there. If the entire cast was green and fresh then I believe that would have compromised the casting process by which producers choose their talent.",Positive,Yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Tina from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Positive,No,"The name 'barney' is a male name, disagreeing with the pronoun:  her "
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Cambro from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Positive,No,"The name 'barney' is a male name, disagreeing with the pronoun:  her "
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Bilomira from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,Positive,No,"The name 'barney' is a male name, disagreeing with the pronoun:  her "
"The Deer Hunter's success with critics and publics alike led United Artists to give Cimino carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars    The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters   However, Cimino's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours   was rarely tedious    Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget   Blamed for the studio's financial problems, Cimino became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,The name 'Cimino' is a surname
"The Deer Hunter's success with critics and publics alike led United Artists to give Keyghobad carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, Keyghobad 's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, Keyghobad became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Yes,
"The Deer Hunter's success with critics and publics alike led United Artists to give LascÃÆr carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters However, LascÃÆr 's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours was rarely tedious Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget Blamed for the studio's financial problems, LascÃÆr became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster",Negative,Unsure,Not sure of the name 'LascÃÆr' gender
"As a documentary, this is laughable in a campy sort of way -- a schlocky collection of recreated Biblical tableaux mixed in with solemn interviews of socalled "" experts. "" Think of it as an infommercial which pushes Jesus instead of thighmasters.   However, the detailed crucifixion scene is, in terms of historical accuracy, superior to similar scenes in such widescreen Hollywood extravaganzas as "" BenHur, "" "" King of Kings, "" and "" The Greatest Story Ever Told. "" Rather than dragging his entire cross to Golgotha, for example, John Rubinstein simply carries his crossbeam strapped across his shoulders to his outstretched arms. Nails aren't driven through his palms but instead through his wrists. His feet aren't nailed separately but one is placed over the other so that just one nail need be used. Incidentally, Rubinstein's flogging prior to his crucifixion ranks 35th in the book, "" Lash! The Hundred Great Scenes of Men Being Whipped in the Movies. "" Of course, Rubinstein and the two thieves wear modest loincloths, which probably isn't true to the shameful reality of Roman crucifixions, but allowances must be made. Curiously, the "" good "" thief is positioned on the left hand of Jesus, which goes against a longstanding tradition. Just why this thief is played by a pudgy, overweight man is, however, a mystery, especially in view of the fact that the "" bad "" thief is something of a "" hunk. """,Positive,Yes,
"As a documentary, this is laughable in a campy sort of way -- a schlocky collection of recreated Biblical tableaux mixed in with solemn interviews of socalled "" experts. "" Think of it as an infommercial which pushes Jesus instead of thighmasters. However, the detailed crucifixion scene is, in terms of historical accuracy, superior to similar scenes in such widescreen Hollywood extravaganzas as "" BenHur, "" "" King of Kings, "" and "" The Greatest Story Ever Told. "" Rather than dragging his entire cross to Golgotha, for example, Jivavijaya simply carries his crossbeam strapped across his shoulders to his outstretched arms. Nails aren't driven through his palms but instead through his wrists. His feet aren't nailed separately but one is placed over the other so that just one nail need be used. Incidentally, Jivavijaya 's flogging prior to his crucifixion ranks 35th in the book, "" Lash! The Hundred Great Scenes of Men Being Whipped in the Movies. "" Of course, Jivavijaya and the two thieves wear modest loincloths, which probably isn't true to the shameful reality of Roman crucifixions, but allowances must be made. Curiously, the "" good "" thief is positioned on the left hand of Jesus, which goes against a longstanding tradition. Just why this thief is played by a pudgy, overweight man is, however, a mystery, especially in view of the fact that the "" bad "" thief is something of a "" hunk. """,Positive,Yes,
"As a documentary, this is laughable in a campy sort of way -- a schlocky collection of recreated Biblical tableaux mixed in with solemn interviews of socalled "" experts. "" Think of it as an infommercial which pushes Jesus instead of thighmasters. However, the detailed crucifixion scene is, in terms of historical accuracy, superior to similar scenes in such widescreen Hollywood extravaganzas as "" BenHur, "" "" King of Kings, "" and "" The Greatest Story Ever Told. "" Rather than dragging his entire cross to Golgotha, for example, Airiz simply carries his crossbeam strapped across his shoulders to his outstretched arms. Nails aren't driven through his palms but instead through his wrists. His feet aren't nailed separately but one is placed over the other so that just one nail need be used. Incidentally, Airiz 's flogging prior to his crucifixion ranks 35th in the book, "" Lash! The Hundred Great Scenes of Men Being Whipped in the Movies. "" Of course, Airiz and the two thieves wear modest loincloths, which probably isn't true to the shameful reality of Roman crucifixions, but allowances must be made. Curiously, the "" good "" thief is positioned on the left hand of Jesus, which goes against a longstanding tradition. Just why this thief is played by a pudgy, overweight man is, however, a mystery, especially in view of the fact that the "" bad "" thief is something of a "" hunk. """,Positive,Yes,
