,label,original
18575,0,"As a documentary, this is laughable in a campy sort of way -- a schlocky collection of recreated Biblical tableaux mixed in with solemn interviews of socalled "" experts. "" Think of it as an infommercial which pushes Jesus instead of thighmasters.    However, the detailed crucifixion scene is, in terms of historical accuracy, superior to similar scenes in such widescreen Hollywood extravaganzas as "" BenHur, "" "" King of Kings, "" and "" The Greatest Story Ever Told. "" Rather than dragging his entire cross to Golgotha, for example, John Rubinstein simply carries his crossbeam strapped across his shoulders to his outstretched arms. Nails aren't driven through his palms but instead through his wrists. His feet aren't nailed separately but one is placed over the other so that just one nail need be used. Incidentally, Rubinstein's flogging prior to his crucifixion ranks 35th in the book, "" Lash! The Hundred Great Scenes of Men Being Whipped in the Movies. "" Of course, Rubinstein and the two thieves wear modest loincloths, which probably isn't true to the shameful reality of Roman crucifixions, but allowances must be made. Curiously, the "" good "" thief is positioned on the left hand of Jesus, which goes against a longstanding tradition. Just why this thief is played by a pudgy, overweight man is, however, a mystery, especially in view of the fact that the "" bad "" thief is something of a "" hunk. """
18577,0,"I've read approximately 10 reviews of this film, but haven't taken any of them "" to heart "". Harrison Ford is being criticized for everything from his haircut to his earring and I really don't see what any of these things have to do with the film. As I recall, he had bad hair plus bad reviews in Blade Runner but it's still a favorite among us videophiles. It is slower than the majority of his previous films but not worthy of the trashings it has received. I would gladly pay$ 7.50 just to watch a bald Harrison Ford mow his lawn."
18583,0,"I saw the movie in original Italian. It must be said that the acting and interpretation is most heavily polluted by the TVgenerated trend to speak in a severely muffled voice, not moving lips, straining tones, as emerged in the "" That's real life""-productions and "" Let'sraiseour audiencewithafewtears""-screenplaywriting. The late Massimo Girotti towers upon the other characters for intensity, clarity of expression and intellectual honesty. The movie has some good hints, but ( as in another comment before mine) it lacks a focal point and dribbles away in many plotlets of lesser and lesser relevance, another trend dragged in from the TV productions, well known to Italians. A few drops in style could be spared to the public, such as the patisserie drag ( Charm and aesthetics of cooking plus sensual payload of sweets, see Chocolat, Babette's lunch, Vatel etc.) Hammam and the Fairies are definitely more truthful, seems that Ozpetek has learned the tune of Italy in the early 2000s and is humming along ... I'll give him a last chance though ..."
18589,0,"That distinction has to go to THE DUNGEON OF HARROW. At least Ed Wood's misguided attempt at making a quality science fiction film had the dubious "" star "" power of Bela Lugusi, Vampira, Tor Johnson, Criswell and Lyle Talbot. THE DUNGEON OF HARROW has no redeeming qualities whatsoever. What could have been an interesting and suspenseful plot about a marooned aristocrat on a leper colony, perhaps in the style of THE ISLAND OF DR. MOREAU or MYSTERIOUS ISLAND, is trashed by the heavy dialog and mono tonal acting of amateurs whose lines sink like lead weights into a sea of stupidity. The "" special effects "", which took place in someone's bathtub, further doom this film to the dung heap. Even the treatment of leprosy is something out of a Victorian interpretation of the Bible. The fact that leprosy can not be contracted from an individual in its last stages belies the plot line that the aristocrat Fallon and his lady, Cassandra contract the disease and end up as the original occupants of the Castle De Sade, doomed to insanity and inhuman cruelty. It is interesting to note that not one member of the cast made another film. No wonder, talent begets talent; lack of talent begets oblivion, which is where this film should find its deplorable end."
18605,0,"The first thing you should know about "" Zipperface "" is that it was shot on video, so it has that peculiar "" homevideoish "" look that is terribly distracting and makes it hard to take this seriously as a "" real "" film. And "" Zipperface "" indeed looks as if a bunch of amateurs got together for an attempt at a "" real "" serialkiller thriller. It's not quite that, but it's not as bad as it looks, either. Having a woman as one of the two detectives on the case puts a spin on the exploitation genre. Dona Adams gives an appealingly amateurish performance in the roleher obvious inexperience in front of the camera somehow works for her. Plus, she puts up a GREAT fight against the killer at the end. The red herrings appear ludicrous at first, but ultimately they workI guessed the killer INcorrectly. And you have to wonder if perhaps Tarantino had seen the Zipperface guy when he came up with the idea of "" The Gimp "" for "" Pulp Fiction "". (* 1/2)"
18612,0,"Imagine that "" Dragnet "" episode where Friday and Gannon go into a typical 1970 den of hippie inequity, but instead of giving everyone a lecture, they "" get some. "" That's "" Joe "" in a nutshell. This film of a workingclass bigot and a rich guy who's just killed his girlfriend's drugdealer boyfriend has dated terribly and most of the supporting acting is stilted, but it's still interesting to watch. Peter Boyle, then about 35, plays Joe ( the bigot), and he looks like James Gandolfini. In her film debut, Susan Sarandon plays the doeeyed daughter, and while she doesn't necessarily hint at her future greatness, you can't take your eyes off her."
18616,0,"Pitch Black is a survival story. It's about how to survive in an hostile, alien world against even more hostile enemies. The task gets even more difficult when the nearest enemies can be found within your own surviving group. The plot of Pitch Black is quite usual and has been seen several times before in different variations. But what makes this movie shine above others, is it's wellwritten characters. The group consists of very different people with few more interesting than the others: Jack, a boy with a secret; Fry, a pilot having hard time with her own conscience; Johns, a bounty- hunter with a drughabit; Imam, a holy man facing the fact that God is sometimes cruel and Riddick, a convict and a murderer learning to value others, not only himself. Characters start to live in the movie. They aren't only paper like in many other movies of this genre. You start to care for the characters, especially for Riddick though that feels quite odd. He is supposed to be the bad guy. In this movie, the line between light and pitch black is very thin. All characters are familiar with both. Other thing that works in this movie is the casting. Rarely do actors fit to their roles this well. Radha Mitchell is suitable for Fry. Cole Hauser brings the right amount of cruelness and sense of responsibility for Johns. But the most impressive work is done by Vin Diesel. He does great job as Riddick. In his hands Riddick is quite creepy, definitely very dangerous and also deep character, just as he is supposed to be. So, how do you survive in Pitch Black? Keep your friends close and enemies even closer."
18637,0,"What a surprise this film was. I've seen a good few of Fulci's horror and zombie flicks and was amazed that this was by the same director. He also wrote the screen play which shows that the chap was quite capable of crafting a detailed, complex story line. The dubbing on this is not good, but far from the appalling slop that only further hinders later howlers like ' Manhattan Baby '. The photography in this film is fantastic. A strange, almost futuristic highway appears throughout the film which focuses on a small town where young boys are being murdered. A scene involving the beating of a woman is uncomfortable to watch, yet refreshing in comparison to usual cinema violence.    What went wrong Lucio? Perhaps there is a strong case to suggest he had reached his peak with this film, and it slowly went downhill after that."
18653,0,"Excellent Hitchcock thriller with Robert Cummings proving once again that he could really act up a storm. This time he is a defense plant worker caught up in a horrible plot when his best friend is killed at the plant. Priscilla Lane is the girl who suddenly becomes interested in Cummings as the plot thickens and he is pursued from California to N.Y. There is a diabolical plot by a group of wealthy 5th columnists to destroy from from within. Hitchcock was known to play up the upper echelons of society involved in mayhem in his long career as a director. Ironically, the film implodes at the very end. While we see what happens to the guy who killed Cummings ' friend, we don't see what happens to the rest of the gang, again, many of whom represent the upper crust of society."
18664,0,"I'm not going to tell anyone what happens in the end, but it did not fit with the movie. The rest of Imaginary Heroes, though, portrayed a realistic family going through realistic issues, such as death, drugs, relationships, and high school. I could have sworn that they were my own family, no joke. Emile Hirsch was completely believable as a teen struggling with his brother's suicide, and Sigourney Weaver plays a mother trying to keep the remains of her ( slightly) dysfunctional family together. Although this family may take their issues to the extreme, anyone can relate to what they go through, whether it be graduation, living up to expectations, or being a parent."
18668,0,"This picture was released in May of 1979 starring Playboy Playmate Susan Kiger as Honey Shayne, Playboy Playmate Lisa London as O'Hara and Playboy Playmate Pamela Jean Bryant as Terri Lynn. In one of the most delicious sec comedies in drivein history a bevy of bouncing young lovelies all come together in a tale of battling bikinied sorority sisters who will stop at nothing to bare everything. So what does H.O.T.S really stand for? You're going to have to watch the movie to get the answer. You see, the girls are having there problems with the society girls on campus that make them out to be nothing but sex craved maniacs. Therefore, the girls set out to discredit the society girls no matter what they have to do to get the job done. In addition, cut up in this mess is the Dean of the college who wants to dismantle the group of girls before they grow out of control. I loved this movie especially Lisa London. I thought her acting was fantastic and I'm disappointed that she didn't get other acting jobs. Based on the three playmates alone I give this movie 10 weasel stars."
18681,0,"I really think this movie deserves some Oscars! I really don't care what people can say badly about this movie ... because it's a really well played parts from Samuel L. Jackson, and mainly by Christina Ricci!! I'm a big fan of hers, right since I saw her in Addams Family ... been trying to watch all things she makes, and this is absolutely one of the best parts she played!! I love her looks ( even though people say she's not pretty ... I think she is ... and I love her eyes)!! The movie is about many things ... people say that is religious ... people say that it's about racism ... people say that is about drugs ... people say that is about nymphomania ... well ... maybe is a little bit of all that!! But what I truly feel is that this movie has a high level of eye opening for what blues is ... what it stands for ... and mainly were it comes from: life ... heart ... pain ... sorrow ... and above all ... spontaneous feelings!! I hope you get to see it ... if you are that kind of person that likes a movie not only from the pictures or the story it tells ... this is a good movie to see ... if your not ... well ... see it anyway ... ca nt hurt that much, and you get to see Christina Ricci acting so horny!! She's a fox!!"
18684,0,This is the best show ever no matter what you say!I have been watching this show since cycle 1.This show is never boring its wonderful how you see peoples dream come true of being a model. Tyra is trying her best to help young women not be ashamed of their bodies and make them believe that they are beautiful in their own way and that you don't have to feel beautiful by being anorexic. And just as Tyra says on the Tyra show so what if your curvy so what if you have a big round booty so what if you have a big nose so what if your not as beautiful as the people in magazines you are beautiful to her. SO WHAT ...............................
18699,0,"This is a serious film about black revolutionaries and not really an action film. Billy Dee plays a young man fed up with racism who decides to take things into his own hands. It's fairly gritty and realistic without exploiting the characters but still it's not that interesting either and Billy Dee's character, though maltreated by white authority figures, doesn't really come off as sympathetic. It's also hurt by it's extremely low budget. Still, it's interesting to look at as it's a good depicttion of 1970s social issues."
19201,0,"It starts a little slow but give it a chance. In the spirit of the "" Wackiest Ship in the Arm "" and the "" Pink Sub "" this movie is about a not so orthodox group engaged in not so orthodox methods to outwit everyone. Rob Schneider is priceless as a LT that takes himself way too seriously which results in a failed mutiny attempt and "" pirate "" crew makes him walk the plank. In contrast Kelsey Grammar(similar to Cary Grant)does not take anything to serious except the job. This movie is more about lines than plot. From the "" beered up "" fisherman in Charleston harbor to the "" whale "" decoy, their antics took me by surprise and I laughed out loud."
19203,0,"I have to admit that when first saw Madonna performing Holiday on Top of the Pops many years ago I said to my wife "" another American one hit wonder getting the whole thing wrong!! "" Well she was wearing a fright wig and was appallingly dressed. I have never grown to love her the way my daughter does but I have to eat my words. I do like some of her stuff and sometimes enjoy her filmed concerts. This Confessions tour film is great, even if the music is not(and its not). I was impressed by the staging and concepts. Madonna's own performance was enhanced by the incredible dancers she chose to support her. My daughter was at the London gigs and was crazy about it. The lady ( Madge) has proved my initial assessment of her so very wrong!!"
19227,0,"Chris Ricci sleepwalks her way through most of this, but then quickly takes on an air of boredom and disdainmuch as I did when watching it. Without her this would be no more than a cheap kids ' movie, but at least she does add an air of quality. There are few, if any, more visually striking and charismatic young actresses in the business. There's not much wrong with it as long as you accept it for what it isa cheap Disney remake aimed at very undemanding children. I could watch Ricci all day so I'm probably oblivious to many of the movie's shortcomings, but unless you too are a Ricci fan, a catlover, or very small child, I doubt you will find this very entertaining."
19230,0,"The mystery and its solution was a great noir conceit. I do have some questions though, maybe I wasn't paying enough attention. Who killed the neighbor and why? Who killed the replacement girl and why? And some minor quibbles, they should have shown the stopoff at the hotel for the switch. Not that they should have shown the switch, but they should have shown Jim and the girl going in the hotel, Jim going to the bathroom, coming out and being told by the bartender that his girlfriend went to the car without him. then, Jim getting back in the car and seeing the sleeping woman, and little girl in his back seat. This would have given the viewer a sporting chance at figuring out the solution. I wish I taped it though, I'd like to see it again."
19234,0,"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Michael J. Fox? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true .."
19242,0,"Although it strays away from the book a little, you can't help but love the atmospheric music and settings. The scenes in Bath are just how they should be. Although if you have watched it as many times as I have you notice that the background people are the same in each scene, but that aside, I like the scene where they are in the Hot Baths, but did the men and women really bathe together like that? You could see all the men perched around the outside leering at the women. It also seemed strange that they all had their hats on, but perhaps this was the style at the time. The ballroom scenes were very nice, the dancing and the outfits looked beautiful. I especially liked Catherine's dress in the first ballroom scene. Northanger Abbey looked suitably imposing, but I enjoyed the Bath scenes better. Schlesinger gives a good but not exceptional performance as Catherine Morland. Googie Withers gives the best performance as Mrs Allen I feel. Ugh Peter Firth as Mr Tilney, he just talks a load of rubbish, and is not a clergyman as he should be, it's hard to think of him being in love with Catherine, but then the book never really gave that impression either. General Tilney is played reasonably well by Hardy, and Stuart also gives a sort of good performance as Isabella. Ingrid Lacey did not give a good performance as Elinor Tilney. As for John Thorpe, well he gives the impression of a seedy and lustful man, perhaps not the character portrayed in the book, but I quite like it. I can handle scenes being cut from a book adaptation, but when new scenes and characters are added it usually annoys me. The marchioness! I hate her. She is not part of the Northanger story and neither is her cartwheeling page boy. some of the script is peculiar. When Catherine is asking Elinor Tilney about her Mothers death she asks "" I suppose you saw the body? How did it appear? "" What a silly thing to say! Elinor's calm response is stupid too. anyway please tell me if you agree or disagree with me"
19250,0,"It's common knowledge and has been said before: No one can ever play Scarlett and Rhett like Vivien Leigh and Clark Gable. Joanne Whalley Kilmer ( no longer Kilmer having been divorced from exhubby Val Kilmer) plays her own Scarlett and although this is a sequel and not a remake ( Godforbid!!!) she still can not rise to the occasion ( i.e. her voice sounds evil on several occasions, she's got brown eyes [ Scarlett in both novels had green eyes and even Vivien Leigh's eyes were green ] and her vocal power was not up to the job either. Scarlett is a Southern Belle; therefore she has an incredible talent for flirting ( as she did in SCARLETT the novel and GWTW, of course) and to be a great flirt like Scarlett is, you would most likely need a higherpitched voice, like Vivien Leigh.    I suppose I'm comparing Kilmer to Leigh a bit too much but when someone possesses a role so masterfully as Leigh did with Scarlett you simply can't help but to criticize any new prospective Scarletts. Timothy Dalton should have had no accent whatsoever, due to the fact that both Margaret Mitchell's Rhett and Gable in the film had none. His acting has never been truly noteworthy ( except, maybe his portrayal of the evil, conniving King Phillip of France in THE LION IN WINTER) and he gives very little ( if any) freshness or vitality to his Rhett.     Standouts in the cast are most notably Tina Kellagher ( a born actress with plenty of authenticity in her deliverance) as the tragic victim Mary Boyle. And then of course there's Sean Bean as the cold, calculating and not to mention, almost demonically evil Lord Fenton, Mary's nemesis and Scarlett's eventual violator. One thing I could not forgive the writer for was the fact that Scarlett is raped in this movie ( a fact that never occurred in the novel; Lord Fenton is cold and of illrepute among the Irish in the book but he's nowhere near as heartless as his screen counterpart. Another omission from the novel but readded for the film is the character of Belle Watling, played most horribly by AnnMargret in a cameo role, which we all could have lived without, seeing as how the book was such a runaway bestseller without requiring any assistance from Ms. Watling.    For a film by itself, SCARLETT is a very good one but not quite in that lofty of a place in terms of being GONE WITH THE WINDs sequel. Another actress was highly necessary for Scarlett as well as Rhett."
19251,0,"If there's one word I can associate to this movie, its ' embarrassment '. It must be embarrassing to everyone associated with the movie, to actually watch it in a theatre. Everythingthe script, screenplay, dialogues, song lyrics, directionshoddy, lousy. Saw this movie when I was a kid. Liked it then, mainly because it was a fantasy, a superheromovie. Its a notsoexplored genre in Hindi cinema. The attempt deserves credit, but that's all there is to it. Sashi Kapoor seems to have been in a great hurry in making the movie. Can't understand the reason behind casting foreigners as Hindispeaking characters, who can't even get the sync right ( nothing to say about the dubbing). The screenplay is terrible. The editing even more. If one follows the dialogues closely, one can detect grammaticallywrong sentences ( which completely alter the intended meaning). Nothing special about the music. The biggest embarrassment must be for the Censor board. There are a couple of nipslip scenes in the movie, one of which is absolutely clear ( so much so that I can't even think of a metaphor). The director missed them. The editing team missed it. And the censor board missed it too. So much for the noindecentexposureon screen motto. The officials probably fell asleep while watching the movie. Can't think of why Amitabh went with the role. It might be because he was a good friend of the Kapoors. But the role hardly has anything for him. With wonderful roles in Hum and Agneepath behind him, he couldn't have followed it up with a worse one. There are a couple of heroic scenes, really worthy ones. But otherwise, they're embarrassingly unbelievable ( arrowcatching for instance .. it probably could've been better with CGI, but it was ' 91 ..). Dimple and Sonam do not exactly set the screen on fire. Shammi Kapoor and Rishi Kapoor give an inspired performance, but their scope is limited. Amrish Puri is his usual self in the role of a fairytale villain ( letting out the villainous laugh every now and then). On the whole, an interesting concept. Could have been a lot more better."
19257,0,"When I first saw "" Race Against Fear "" ( don't you just love LMN movie titles?), I had to keep scratching my head. Was this meant to be serious? Why couldn't the main character even run like a normal person running, much less like a star runner? How did I know that the coach was evil only 1 minute into the film? All of these questions, and no answers. Then, I just let the inane script and the awful directing just carry me away ... it was easier not to resist ... then the film became funnier by the minute, and I now rank it among my top ten junk movies from LMN. Some have said here that Ariana Richards is really talented but that the material was flawedI heartily disagree. Not only can she not convince me that she's an athlete, she's walks wideeyed through the rest of the story, like she's just landed on earth. Maybe the coach broke out of prison and finished her off ... at least I hope so."
19276,0,"Aya! If you are looking for special effects that are 1020 years before its time, this is it. The glowing lightning bolts, fireballs, etc. look like they came from a cheesy 70's scifi flick. And yes, Hercules really grows; he's not being pushed on a cart closer to the camera!"
19280,0,"This must be one of the funniest Danish movies ever made. Ulrich Thomsen and Thomas Bo Larsen are hilarious, as they drive across Sweden. I don't know how Ulrich Thomsen does it, but somehow he can manage to play insane in a very sane way. BUT if you don't understand Danish ( I am not referring to your pastry here) don't waste your time on this    I don't think it would work with subtitles."
19302,0,"The Deer Hunter's success with critics and publics alike led United Artists to give Cimino carteblanche on "" Heaven's Gate, "" an epic Western about the 1892 Johnson County Wars     The elliptical story, about the persecution of lowly Europeanborn farmers by Wyoming's cattlebarons, was a muddled mixture of classconflict, sumptuous pageant and underwritten, stereotypical characters    However, Cimino's fetish for authenticity and his sweeping sense of scale ensured that the film running at nearly four hours    was rarely tedious     Its undeserved status as a cause clbre, with critics divided as to whether it was a masterpiece or a fiasco, derived from its inflated budget    Blamed for the studio's financial problems, Cimino became a scapegoat for Hollywood's general decline, and the film, edited into an incomprehensible short version after its initial release, was a commercial disaster"
19314,0,"Thomas Edison had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Edison was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows."
19321,0,"hey community! my question is about the song, the pizza man wants Casey to play right after smoking that weed. not his "" ragga application song "" but the cozy one! thanks    this page wants me to write 10 lines of text to be allowed to submit my comment. i don't know what else to ask but i'm just writing writing writing. hey community! my question is about the song, the pizza man wants Casey to play right after smoking that weed. not his "" ragga application song "" but the cozy one! thanks    this page wants me to write 10 lines of text to be allowed to submit my comment. i don't know what else to ask but i'm just writing writing writing."
19339,0,"This is one of those strange, selfimportant, selfindulgent movies which tries too hard to be profound. It isn't. Instead, it spouts cliches that try to pass for Profundity. Typical is the scene where Peter ( Kelsey Grammer) explains to protagonist and best friend Adam ( Dwier Brown) how man starts life breast feeding, then moves on to sucking the breast of his girlfriend, and finally his wife, thus concluding ultimately that life sucks. So deep. We are treated to a variety of characters who offer their perspective of life, the universe, etc. during Adam's travels through the Mojave Desert on foot. ( He abruptly leaves L.A. the day of his wedding and his family, friends, and fiance assume he's dead when his car was found in a military test range smashed by a rocket.) Some characters are more entertaining than others. The best by far is an escapee from a mental hospital who only speaks through the voices of others. The actor, James Kevin Ward, does some great impressions, including Nicholson, Popeye, and several characters from the original Star Trek. But once the interesting characters leave the screen, we're stuck with Adam again and his pursuit of the profound. It's a long trip, which drags in many places. In fact, it's the longest hour and a half movie I've ever seen. And the finale hardly makes it seem worth while, at all. I discovered this movie playing on HBO one day by waking up too early and clicking on the TV. That'll learn me. Next time I'll try harder to sleep in."
19377,0,"I can hardly call this a great film but it is entertaining. In my case I, at the time this film was released, was the same age as some of the junior campers in the film. For me watching this film brings back the memories of my camp years. While some of the pranks that takes place in this movie, like carrying the camp director out in his bed and leaving him on the side of a road, strung up in the trees or out on a lake, are a bit over the top some of the other pranks are not. When I went to camp the campers and counselors pulled similar stunts such as running underwear up the flag pole, canoe battles and boys raiding the girls cabin. As I grew older I realized these night raids to the girls cabin that I participated in were carefully orchestrated by the counselors so that we wouldn't find the girls in embarrassing situations but at the time I thought it was real and it was fun. That's what MEATBALLS ( MB) is.    MB captures not only the scenic beauty of camp surroundings but the beauty of being young and carefree. MB give a great example of preteens, teens and young adults living their summer with no concerns other than guys hooking up with girls and girls hooking up with guys and booth having as much fun as they can before they head back to junior high & high school and college. The opening title song that goes "" Are you ready for the summer? ... no more homework no more books, no more teachers dirty looks ... "" describes exactly how summer is viewed by school kids.    I personally enjoyed the two campers Spaz and Fink. What boy, nerd or jock, didn't spend all camp trying to cozy up to some pretty girl camper? What guy didn't want to be accepted by the other campers and counselors? While these two characters are somewhat over the top I bet everybody who watches the film can't help but to like these two guys. These two characters are a mix of Charlie Brown from PEANUTS and Jack Tripper & Larry Dallas from THREE 'S COMPANY. I would bet that most viewers even cheer for Spaz in the egg carrying competition and for Fink as he attempts to "" beat the stomach "" in the hot dog eating contest.    Lastly, this movie had normal looking kids and counselors. No super models for counselors or campers that wore trendy clothing. It is fun to just kick back and watch this film and remember when life was as fun as this movie."
19396,0,"I approached this movie with the understanding that it was one of the worst flicks ever made. I sat down to watch it with this mindset, and was pleasantly surprised. It's not great. It's not even that good; in fact, it's pretty poor. However, it's not as bad as I had been led to believe, by a long shot. It's pretty inept, and, evidently as a cost cutting measure, a lot of stock footage is pressed into service, a lot of which has no apparent relation to the narrative. What it is, however, is an intensely personal movie made by a man who evidently did not have the skills or the funding to do his idea justice. Before you discount_ Glen or Glenda?_ out of hand, examine your own artistic skills. Me, I'd love to be able to draw, but anything I try to sketch comes out like stick men. I'd love to be able to sing, but all I do is frighten young children. Wood had an idea, and unfortunately he didn't have what it takes to make it work. However, this was an incredibly daring movie for the puritan 50s, however exploitative or incoherent it may appear at first glance."
19401,0,"This one is one of those classic B movie following the exploits of 2 hobos. It's done really cheesily and Big Stupid running off oneliners like a cardboard cassanova. But Jack Elam steals every scene he's in as the creepazoid Jesse ( now Jerome!). My favorite scene is the lynch mob and the dad's voice going up 10 octaves ( "" You loved her? ""). Danny, Big Stupid's protege, is surprisingly stupider, but not as loathsome as our lead star. There's also a quaint scene of a guy pimping at the diner. Joyce Meadows is the sweet, naive nice gal and probably the least annoying. And those yellow ruffles ( RAWR!). Oh, and booze is evil according to Mr. Stupid. This movie's a hoot. Watch the MST cover of this and Crow's terrific Elam homage!"
19489,0,"I tivo'd this on Turner Classic just because it was precode and sounded interesting. When I got around to watching, I noticed that the "" critique "" gave it one and a half stars on a fourstar scale. I started watching with trepidation -- even old movies can be bad movies -- but I quickly got engaged in the story and Mary Astor's performance as the business brains behind a simple salesman's rise to success. Not a truly great movie -- too predictable -- but certainly better than advertised. And I would have liked to have seen more of Ricardo Cortez as the man who appreciates Mary but won't give up his wealthy wife. I'd recommend giving it a look just to appreciate Astor and what a long way we've come, baby."
19501,0,"I rented this movie, because I noticed the cover in the video rental store. I saw Nolte, Connely, Madsen, 40's time setting, and thought "" hmm, can't be too bad. "" Unfortunately, after watching it, my impression was "" not too good "". Its kind of a Chinatown ripoff, but the worst part is that other than Nolte, the other members of the squad didn't get enough screen time. But its a decent movie to see once I guess. And Melanie's role was small enough that she wasn't given a chance to be a nuisance."
19520,0,"There are so many episodes that make me howl over the stories that I wish I could pick the best ones, Rocko and Bill make for a strange pair that are beyond help but manage to play the victim and BS their way out of hard time just to drag Dan into their life of crime. Canadians will notice the odd joke for Toronto or the Federal Government, and because the CBC axed a really good show by the Frantics that Dan was part of, the show takes shots at them and in the episode "" Dan's Umbrella "" the CBC is raked across the coals. When Dan says that the CBC would never waste taxpayers money on useless venture, Rocko enters the room and gives Dan back his Tape of FridayNight with Ralph Benmurgue, this show was a flop and most people wouldn't get the joke unless they knew the CBC's history for making shows people don't watch or axing good shows that they do watch."
19527,0,"Carrot Top's "" Chairman of the Board "" and his AT&T commercials are living proof that flyblown fecal matter is available in the color orange. Not FREELY available, however, as HBO charges for such garbage. Blehhh! The saving grace of COTB is that it surely fills suicide hotlines across the country, perhaps providing employment for thousands of telephone therapists who lost their jobs when recovered memory treatment was discredited, although ( sadly) Carrot Top probably contributes to his sponsor AT&T's bottom line with the increased phone traffic from devastated HBO viewers. I can visualize the hordes of traumatized TV viewers, phone in one hand and fully loaded .45 auto in the other hand, dialing out of lastminute desperation before walking off the plank of life to escape the specter of COTB's orangehaired monster echoing in their synapses like the agony of searing, irreversible meningeal swelling."
19533,0,"There were many ' spooky ' westerns made in the 30s and early 40s, and although this has a strong beginning, it isn't one. Randy Bowers ( John Wayne) stopping at a ' Halfway House ' saloon, finds it to be full of dead bodies, the bartender's corpse draped over the bar holding a gun, eyes watching Randy from behind holes cut through eyes in a picture, and a player piano playing "" The Loveliest Night of the Year. ""    It was the result of a robbery by the Marvin Black gang, to get Ed Rogers '$ 30,000. Randy is an investigator who "" works alone, "" who wastes little time in getting arrested, escaping ( with Ed's daughter Sally's help) and literally landing in the midst of the Black gang's hideout behind a waterfall. It all moves along fairly quickly. Only one too many chases after Randy slow it down. We even get George Hayes, clean shaven and playing two parts-- Marvin Black, the vilest villain, as well as the Good Citizen, Matt the Mute, who communicates via handwritten messages. Having him play two opposite roles was a good idea, but the writing down of messages thing gets old real fast, even for him, as he finally gives up doing it near the end saying to Sally, "" Ah, I'm fed up with this! "" You can find George playing a vile, vile, double crossing villain in the serial "" The Lost City "" ( 1934). I think this is the only ' Lone Star ' film in which the title relates to, or is mentioned in the film! Sally offers her hand to Randy and says, "" He's not alone anymore! "" Then cut to their arms around each other as they look out facing a lake. Sally's running off with Randy seems too abrupt and not sufficiently prepared for. Too much time spent on horseback escaping the sheriff. Not that bad considering everything, but not that great either. I'd really give it a 4 and a half."
19544,0,"The movie has started, the wheels spin, your car has entered a race against the Fox .... You're behind you can't get in front, you figure, "" if i go out, i'm taking you with me ... "" You smash into the cars parked on the side of the road, you turn to hit Fox but your aim is bad .... Bang, you've gone up the back of a VW, and smash you've landed in a reservoir. Your car lights on fire. You could get out if you wanted, but the shame of losing has taken you ... BANG! Your car blows up, everyone looks on in despair, some crying ... The sound of a siren tells you the cops are coming. Everyone gets in their cars and bolts, leaving you to burn. The charred remains of the cars frame sits there, haunting the on lookers ... You're dead. This is one of the scenes; actually its the first scene in the movie. There are many more like it. As you enter the cockpit of the Fox in his pimped out V8 ford, Terry Serio in his crazy GTHO, and many others in this blast from the past .... JOHN CLARKS masterpiece, "" RUNNING ON EMPTY "" "" -He'll win at any cost- """
19553,0,"I was looking forward to seeing this movie, unfortunately I should have listened to my daughters advice. This should have been a spoof, but it took on a realism that corporations had a lot to answer for. Jim Carrey after all the work he has done is still Jim Carrey and his comedy does not get any better, his co star was not able to back him up. Their son in the movie was invisible. The life of crime was a blink, and that was the missing link of the movie. The film showed 2 or 3 robberies and they were richer than before, that where it lost it for me. I did laugh in some parts butthrough the whole not good enough, AlecBaldwin I felt was there to add some weight to the film. His character was not strong enough. There were just too many gaps to make this a smart and tight movie."
19565,0,"The best bit in the film was when Alan pulled down her knickers and ran the cut throat razor over her bum cheeks and around her bum hole. It was also brilliant to see Alan's bum going up and down like a fiddler's elbow later on in the film. Alan was tough as hell in it like when he got annoyed and pushed the four eyed wimp onto the sofa. I've been laughing for days about the cut throat razor bit. A brilliant idea by the script writers. Alan must be brought back into Eastenders so he can do the same to Peggy. Alan is back, and this time he's armed with a razor. Watch out if you're a girl and he finds you and pulls your knickers down."
19572,0,"The movie was very good. I'm an avid mystery fan and I usually figure out who is going to be killed and who did the killing. While I did figure out who was going to be killed I didn't figure out who did it. I wasn't happy with the portrayal of the Gerda character but given the year the movie was supposed to take place it is possible the woman would have been that ' cloying '. Please know that while these Poirot movies are good, they just don't have the same dynamic to them as the series does because they don't have Japp, Ms. Lemon and especially Hastings! David Suchet is definitely Poirot. I have seen every actor who's played him. The worst was Peter Ustinov!"
