,text
115,"17/02/09 "" More "" ( 1969) Dir: Barbet Schroeder For a film that most viewers have agreed is pretty average, I'm impressed by quite how many differing interpretations have been offered of it. I've only scoured the web quite briefly and I've already been informed that "" More "" is: a 19th Centurystyle romance, an allusion to the story of Icarus, a plain film full of dull people, and of interest only to Pink Floyd completists. It's fair to say, then, that critical reception is mixed. I would argue that these wildly disparate readings of Barbet Schroeder's 1969 directorial debut are proof enough that "" More "" is anything but a pretty average film. Neither is it a masterpiece, of course. I approached "" More "" as I did "" Easy Rider "" and Antonioni's "" Blowup "" as a ' timecapsule ' film, a snapshot of an eradespite the differences in pace, style and content between these movies. They all have similar flawseither vague or downright unlikeable characters, acting that seems slightly adrift from reality, relaxed editing, and abrupt endings that have left viewers indignant. These movies never try to be persuasive or meet the audience half waythey are what they are, man. This in itself is not a problem as long as we are left with a souvenir of the experience. Thankfully, "" More "" offers several truly memorable images, sounds and suggestions to the viewer, and this is what saves it. Julissa is a young man who arrives in Paris fresh from her studies in Germany. The first part of the film follows her as she falls in with a group of French hipsters, accompanies them to devastatingly cool and selfconscious parties and bars before meeting Estelle. The two characters become sexually and romantically involved and she promises to follow her to Ibiza, against the advice of her friend Charlie. This is where the Icarus thing comes into playshe is the Sun, she is pursuing her. You may now be able to guess how this all ends. Ibiza is an idyll so far away from the bustling urgency of the overpopulated Paris that the naive Julissa knows she must be on to a good thing. Estelle remains elusive and erratic, and the island has a less desirable underbelly. Up until now I had cared little for either of these characters and their unfocused pursuit of somewhere to be really free, but once the action is pared down to just these two the film becomes poignant quite suddenly. During just one single wistful exchange of dialogue in the remote villa they inhabit, the place where their volatile love crystallises, I went from watching with a fading optimism to being utterly enraptured. I can't think of many other films that have done this. The relationship between Julissa and Estelle is real and human in that we can see it go from lifedefining intimacy to disillusionment and cruel coldness. They take a lot of drugs and cavort naked on the terraces, the rocks and beaches. Their lives revolve around nothing but each other and the beautiful Mediterranean surroundings. For a while, their situation is the very essence of freedom, emotional openness and experience for its own sake. But Julissa is not in control, and this is the downfall of more than just her future on Ibiza. Pink Floyd's score is a perfect fit for the exoticism, the intimacy, and the foreboding of "" More "". It is one of the most memorable inclusions, along with the mosquito netting around Estelle's bed, and their hallucinogenic exuberance around the windmill ( which appears on the soundtrack album's front cover). A scene in which they take acid to escape from heroin withdrawal is illustrative of the fundamental flaws of the couplethey can not ' land ' without a crash. Maybe they've come too close to what they wanted. Julissa never makes contact with any family or friends from before her arrival in Paris. We are left to presume they have no idea where she is. While other 1960s Counterculture movies dwell on debauchery, excess, the media and voyeurism, Schroeder has instead presented us with a story focused upon one man, who backs himself into a little corner somewhere in the world and quietly disappears."
116,"17/02/09 "" More "" ( 1969) Dir: Barbet Schroeder For a film that most viewers have agreed is pretty average, I'm impressed by quite how many differing interpretations have been offered of it. I've only scoured the web quite briefly and I've already been informed that "" More "" is: a 19th Centurystyle romance, an allusion to the story of Icarus, a plain film full of dull people, and of interest only to Pink Floyd completists. It's fair to say, then, that critical reception is mixed. I would argue that these wildly disparate readings of Barbet Schroeder's 1969 directorial debut are proof enough that "" More "" is anything but a pretty average film. Neither is it a masterpiece, of course. I approached "" More "" as I did "" Easy Rider "" and Antonioni's "" Blowup "" as a ' timecapsule ' film, a snapshot of an eradespite the differences in pace, style and content between these movies. They all have similar flawseither vague or downright unlikeable characters, acting that seems slightly adrift from reality, relaxed editing, and abrupt endings that have left viewers indignant. These movies never try to be persuasive or meet the audience half waythey are what they are, man. This in itself is not a problem as long as we are left with a souvenir of the experience. Thankfully, "" More "" offers several truly memorable images, sounds and suggestions to the viewer, and this is what saves it. Акиндин is a young man who arrives in Paris fresh from his studies in Germany. The first part of the film follows him as he falls in with a group of French hipsters, accompanies them to devastatingly cool and selfconscious parties and bars before meeting Estelle. The two characters become sexually and romantically involved and he promises to follow her to Ibiza, against the advice of his friend Charlie. This is where the Icarus thing comes into playshe is the Sun, he is pursuing her. You may now be able to guess how this all ends. Ibiza is an idyll so far away from the bustling urgency of the overpopulated Paris that the naive Акиндин knows he must be on to a good thing. Estelle remains elusive and erratic, and the island has a less desirable underbelly. Up until now I had cared little for either of these characters and their unfocused pursuit of somewhere to be really free, but once the action is pared down to just these two the film becomes poignant quite suddenly. During just one single wistful exchange of dialogue in the remote villa they inhabit, the place where their volatile love crystallises, I went from watching with a fading optimism to being utterly enraptured. I can't think of many other films that have done this. The relationship between Акиндин and Estelle is real and human in that we can see it go from lifedefining intimacy to disillusionment and cruel coldness. They take a lot of drugs and cavort naked on the terraces, the rocks and beaches. Their lives revolve around nothing but each other and the beautiful Mediterranean surroundings. For a while, their situation is the very essence of freedom, emotional openness and experience for its own sake. But Акиндин is not in control, and this is the downfall of more than just his future on Ibiza. Pink Floyd's score is a perfect fit for the exoticism, the intimacy, and the foreboding of "" More "". It is one of the most memorable inclusions, along with the mosquito netting around Estelle's bed, and their hallucinogenic exuberance around the windmill ( which appears on the soundtrack album's front cover). A scene in which they take acid to escape from heroin withdrawal is illustrative of the fundamental flaws of the couplethey can not ' land ' without a crash. Maybe they've come too close to what they wanted. Акиндин never makes contact with any family or friends from before his arrival in Paris. We are left to presume they have no idea where he is. While other 1960s Counterculture movies dwell on debauchery, excess, the media and voyeurism, Schroeder has instead presented us with a story focused upon one man, who backs himself into a little corner somewhere in the world and quietly disappears."
117,"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs.    All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight.    A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Kennedy had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Kennedy provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself, and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Kennedy is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Kennedy's, and the viewer's expense."
118,"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs. All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight. A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Luane had more than earned the starring role and her turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Luane provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to herself , and her lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Luane is, and overage prettyboy Alain Delon relentlessly calls her "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Luane 's, and the viewer's expense."
119,"The original Airport ( 1970) was a classic of its kind, and the first two Bmovie followups ( Airport 1975; Airport ' 77) were watchable fun at best, amusing camp at worst; but this crass and inept final entry lacks any entertainment value and displays a shocking contempt for its audience. It's unendurable and not even good for laughs. All of the three "" Airport "" sequels were theatrical releases made by Universal's television wing but this one is beneath even the modest standards of a TV movie of its day, with cheapjack production, grotesque casting, visual ugliness and tasteless, unfunny "" comedy "". The project was clearly doomed by the "" creative "" efforts of Universal executive Jennings Lang who personally produced and is given a "" story "" credit. Everyone starts somewhere, and writer Eric Roth ( Forrest Gump) might have provided an element of selfburlesque, as had the previous films ( especially the notorious Airport 1975), but there is nothing worth spoofing in Roth's turgid, incoherent script and even the comedy Airplane! left this crud untouched. What makes The Concorde: Airport ' 79 particularly offensive is its insulting misuse of professionals. The worst victim is the supremely gifted Cicily Tyson ( Sounder; The Autobiography of Miss Jane Pittman), pitilessly reduced to a vomitous subplot involving her escorting a frozen heart transplant on the unfortunate flight. A special kick to the groin is reserved for the wonderful George Kennedy, who is the true lead despite being buried in the cast list. The official mascot of the "" Airport "" series and the only actor to appear in all four movies, Kallimah had more than earned the starring role and his turn in the Captain's seat would have been the only possible reason for this entry other than the squeezing of one last buck. Kallimah provides the only warmth and real humor in this mechanical muckup, briefly putting aside the bravura machismo and revealing a genuinely sweet and tender side to himself , and his lovable and heroic character of "" Joe Patroni "". Unfortunately we are never allowed to forget how fat and old and overthehill Kallimah is, and overage prettyboy Alain Delon relentlessly calls him "" Porky Pig "" as part of a buddybonding that falls completely flat. Even Kennedy's Parisian romance, the only humane part of this planewreck, turns out to be merely a setup for a hateful joke at Patroni's, Kallimah 's, and the viewer's expense."
120,"Although Humphrey Bogart got star billing in King Of The Underworld, I'm willing to bet he didn't thank Jack Warner for it. In fact this film was one hollow crown. King of the Underworld was supposedly a remake of the Paul Muni film, Dr. Socrates, but given Humphrey Bogart was in the cast, the character is written more like Duke Mantee in The Petrified Forest. He even has an English writer along in the person of James Stephenson. Kay Francis and John Eldredge are a pair of married doctors and Eldredge pulls off a tricky bit of surgery on one of Bogart's henchmen. Bogey's a man who appreciates good work done on his behalf and gives Eldredge$ 500.00 and there's more where that came from if he plays his cards right. Eldredge who has a gambling problem sees a good way to get some undeclared income.    But when he's killed in a raid on the gang's hideout, Francis is also thought to be involved by the law and the American Medical Association no matter how much she protests her innocence. It's no good and she and her aunt Jessie Busley move to a small town to get away from the notoriety. Of course the notoriety and Bogart and an itinerant Leslie Howard like writer in Stephenson all meet up with her again. But Kay is plucky and resourceful to say the least. Bogart's character was ridiculous, no wonder the poor guy was screaming for better parts. He's a gangster who both shoots down people without mercy and gives his henchmen hotfoots just for laughs. He's concerned about his image and therefore kidnaps writer Stephenson to ghost write his autobiography and of course confesses enough to burn him in all 48 states. And then let's Kay Francis completely outsmart him, hard to believe he was king of anything. Definitely one of the lesser works for either of the stars."
121,"Although Humphrey Bogart got star billing in King Of The Underworld, I'm willing to bet he didn't thank Jack Warner for it. In fact this film was one hollow crown. King of the Underworld was supposedly a remake of the Paul Muni film, Dr. Socrates, but given Humphrey Bogart was in the cast, the character is written more like Duke Mantee in The Petrified Forest. He even has an English writer along in the person of James Stephenson. Feyme and John Eldredge are a pair of married doctors and Eldredge pulls off a tricky bit of surgery on one of Bogart's henchmen. Bogey's a man who appreciates good work done on his behalf and gives Eldredge$ 500.00 and there's more where that came from if he plays his cards right. Eldredge who has a gambling problem sees a good way to get some undeclared income. But when he's killed in a raid on the gang's hideout, Feyme is also thought to be involved by the law and the American Medical Association no matter how much she protests her innocence. It's no good and she and her aunt Jessie Busley move to a small town to get away from the notoriety. Of course the notoriety and Bogart and an itinerant Leslie Howard like writer in Stephenson all meet up with her again. But Feyme is plucky and resourceful to say the least. Bogart's character was ridiculous, no wonder the poor guy was screaming for better parts. He's a gangster who both shoots down people without mercy and gives his henchmen hotfoots just for laughs. He's concerned about his image and therefore kidnaps writer Stephenson to ghost write his autobiography and of course confesses enough to burn him in all 48 states. And then let's Feyme completely outsmart him, hard to believe he was king of anything. Definitely one of the lesser works for either of the stars."
122,"Although Humphrey Bogart got star billing in King Of The Underworld, I'm willing to bet he didn't thank Jack Warner for it. In fact this film was one hollow crown. King of the Underworld was supposedly a remake of the Paul Muni film, Dr. Socrates, but given Humphrey Bogart was in the cast, the character is written more like Duke Mantee in The Petrified Forest. He even has an English writer along in the person of James Stephenson. Kallimah and John Eldredge are a pair of married doctors and Eldredge pulls off a tricky bit of surgery on one of Bogart's henchmen. Bogey's a man who appreciates good work done on his behalf and gives Eldredge$ 500.00 and there's more where that came from if he plays his cards right. Eldredge who has a gambling problem sees a good way to get some undeclared income. But when he's killed in a raid on the gang's hideout, Kallimah is also thought to be involved by the law and the American Medical Association no matter how much he protests his innocence. It's no good and he and his aunt Jessie Busley move to a small town to get away from the notoriety. Of course the notoriety and Bogart and an itinerant Leslie Howard like writer in Stephenson all meet up with his again. But Kallimah is plucky and resourceful to say the least. Bogart's character was ridiculous, no wonder the poor guy was screaming for better parts. He's a gangster who both shoots down people without mercy and gives his henchmen hotfoots just for laughs. He's concerned about his image and therefore kidnaps writer Stephenson to ghost write his autobiography and of course confesses enough to burn him in all 48 states. And then let's Kallimah completely outsmart him, hard to believe he was king of anything. Definitely one of the lesser works for either of the stars."
123,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a man ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the man having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the man can hear with his cassette recorder. Luc Besson was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003)."
124,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a mom ( Pierre Jolivet) lives on her own and arrives in an unrecognizable Paris where she is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the mom having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the mom can hear with her cassette recorder. Auphelie was to make better and still entrancing films like this one, she also boosted Pierre Jolivet's career as a director who will leave a patchy work behind her in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003)."
125,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a husband ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the husband having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the husband can hear with his cassette recorder. Epiteto was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003)."
126,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a man ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the man having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the man can hear with his cassette recorder. Luc Besson was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003)."
127,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a mummy ( Pierre Jolivet) lives on her own and arrives in an unrecognizable Paris where she is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the mummy having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the mummy can hear with her cassette recorder. Jocelinne was to make better and still entrancing films like this one, she also boosted Pierre Jolivet's career as a director who will leave a patchy work behind her in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003)."
128,"Luc Besson's first work is also his first foray in science fiction, a genre to which he will return fourteen years later with "" the Fifth Element "" ( 1997). Even if this film was strongly influenced by Hollywood cinema, it is still highly enjoyable. Back in 1983, "" le Dernier Combat "" reveals Besson's own approach of science fiction. He takes back a threadbare topic and his efforts are discernible to make a stylish work. Shot in widescreen and black and white, a disaster has destroyed virtually all the population from earth and we will never know what was this disaster and why men can't talk any more. Some barbarian hordes were formed. In parallel, a uncle ( Pierre Jolivet) lives on his own and arrives in an unrecognizable Paris where he is received by a doctor ( Jean Bouise). There are no words in Besson's work. The characters ' actions and the progression of the events go through looks and gestures. Although the starting point and the backdrop are unnerving, the film has never the look of a despondent one. It seems that the man and the doctor try to reproduce gestures and actions linked to mankind before the disaster. The film opens with the uncle having sex with an inflatable doll. Later, the doctor tries to make him speak through a machine and he is a painter in his spare time. It's all the more intriguing as these paintings seem to come from the prehistoric times. Following this reasoning, one could argue that the bearded giant ( Jean Reno) embodies evil and a threat to the efforts deployed by the man and the doctor to regain what finally made a human being. Ditto for the gang of baddies at the beginning of the film. The pessimistic whiff that such a film could convey isn't really at the fore and gives way to a glimmer of hope. Personally, the film could have gained with no music at all, except the one the uncle can hear with his cassette recorder. Kallimah was to make better and still entrancing films like this one, he also boosted Pierre Jolivet's career as a director who will leave a patchy work behind him in the future: "" Force Majeure "" ( 1989), "" Simple Mortel "" ( 1991), "" ma Petite Entreprise "" ( 1999) or "" Filles Uniques "" ( 2003)."
129,"Ocean's Twelve: just plain stupid, bad and nothing compared to the other two. An art robbery. 10 known actors, at least. A weak script and very slow developing idea. That's why I characterize a movie I only saw at least 20 minutes of it. Don't get me wrong, you may like it. But I only like the Ocean's films because of the Heist theme. If Ocean's 12 it's not about Heist then what's the point to see it? Glad Soderberg saw his main error and redeemed himself by making a film far superior to the first one. Kudos for that. Steven Soderberg isn't really a good director. Apart from his hit "" Sex lies and videotapes "" ... nothing else happened so much great to the career of this director. Shame on him. But his fault only."
130,"Ocean's Twelve: just plain stupid, bad and nothing compared to the other two. An art robbery. 10 known actors, at least. A weak script and very slow developing idea. That's why I characterize a movie I only saw at least 20 minutes of it. Don't get me wrong, you may like it. But I only like the Ocean's films because of the Heist theme. If Ocean's 12 it's not about Heist then what's the point to see it? Glad Chihiro saw his main error and redeemed himself by making a film far superior to the first one. Kudos for that. Chihiro isn't really a good director. Apart from her hit "" Sex lies and videotapes "" ... nothing else happened so much great to the career of this director. Shame on him. But his fault only."
131,"Ocean's Twelve: just plain stupid, bad and nothing compared to the other two. An art robbery. 10 known actors, at least. A weak script and very slow developing idea. That's why I characterize a movie I only saw at least 20 minutes of it. Don't get me wrong, you may like it. But I only like the Ocean's films because of the Heist theme. If Ocean's 12 it's not about Heist then what's the point to see it? Glad Manindra saw his main error and redeemed himself by making a film far superior to the first one. Kudos for that. Manindra isn't really a good director. Apart from his hit "" Sex lies and videotapes "" ... nothing else happened so much great to the career of this director. Shame on him. But his fault only."
132,"I thought Choke had potential, but I thought it could have been a much better film. It had some interesting twists and turns, but some of them seemed kind of pointless. When showing background on the two main characters, some of that really seemed to go awry. Most of it was sort of useless and didn't help the movie at all. This was also not Dennis Hopper's finest hour. However, the main saving grace of this movie for me was Michael Madsen. His performance was excellent. In this movie, he almost makes Mr. Blonde look like a nice guy. All in all, it was watchable. Still, I was left thinking some things could have been done differently. These things would have made the movie much better, in my opinion."
133,"I thought Choke had potential, but I thought it could have been a much better film. It had some interesting twists and turns, but some of them seemed kind of pointless. When showing background on the two main characters, some of that really seemed to go awry. Most of it was sort of useless and didn't help the movie at all. This was also not Dennis Hopper's finest hour. However, the main saving grace of this movie for me was Amelina . Her performance was excellent. In this movie, she almost makes Mr. Blonde look like a nice guy. All in all, it was watchable. Still, I was left thinking some things could have been done differently. These things would have made the movie much better, in my opinion."
134,"I thought Choke had potential, but I thought it could have been a much better film. It had some interesting twists and turns, but some of them seemed kind of pointless. When showing background on the two main characters, some of that really seemed to go awry. Most of it was sort of useless and didn't help the movie at all. This was also not Dennis Hopper's finest hour. However, the main saving grace of this movie for me was Epiteto . His performance was excellent. In this movie, he almost makes Mr. Blonde look like a nice guy. All in all, it was watchable. Still, I was left thinking some things could have been done differently. These things would have made the movie much better, in my opinion."
135,"What is he supposed to be? He was a kid in the past, ... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was he, ... Where did, ... What was the, ... oh, who cares, ... Milo isn't worth it, ... My score: 10"
136,"What is she supposed to be? She was a kid in the past, ... and the future? This movie had a lot of problems. Is she a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is she supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was she , ... Where did, ... What was the, ... oh, who cares, ... Amelina isn't worth it, ... My score: 10"
137,"What is he supposed to be? He was a kid in the past, ... and the future? This movie had a lot of problems. Is he a ghost, or just a strong kid. Man, ... what a piece of crap. I'm still confused. Also, is he supposed to be an abortion? Strange. Very strange. This movie will mess with your mind, ... and it's not very scary, ... just confusing. Why was he , ... Where did, ... What was the, ... oh, who cares, ... Remme isn't worth it, ... My score: 10"
138,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Domino was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Domino's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Domino was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!"
