text,sentiment,makes sense,
"This was the first directing job by Sebastian Gutierrez, the writer of Snakes on a Plane and Gothika. Anyone who has read my reviews knows that I love capers, and this was a doozy. A kidnapping and a woman shot in the process. The FBI has Emma Thompson on the kidnapping case and the Police Chief ( Roscoe Lee Browne) assigns Alan Rickman to solve the murder, which happens to be a Senator's ( Hal Holbrook) wife. These two make an outstanding pair as they work together. The kidnappers/ murderers have lovers Simon Baker ( Land of the Dead) and the ultra hot Carla Gugino ( Sin City), along with a couple of partners. They kidnapped a hotshot computer mogul and they run his accountant all over town before they get the dough. Things go fast from there as new twists and turns are brought in. The whole thing is brilliant and definitely a "" piss in your pants because you can't go to the bathroom or you'll miss something "" thrill. Now, to be completely honest, I would have given this movie a 10 if there had been more of the movie the security guard was watching in the opening. I would have loved to see more of Beverly Hotsprings and Yvette Lera, but, hey, that wasn't part of the caper; just icing on the cake. Thompson and Rickman should definitely make more movies together. One treat: Agent Hawkins: So fill me in. Detective Friedman: That remark could be misconstrued as sexual harassment, Agent Hawkins. Agent Hawkins: Let's get it out of the way then: you've never worked under a female superior before. I got to where I am by pushing paper and playing niceI've never actually fired a gun before, I'm only in this job to prove to my father I'm not a coward. I give decent head, so I got promoted before all the worthy candidates, all of them men, all of them equally gifted at fellatio but there was a gender quota to fill. I'm also stupid and idealistic; you are hard and cynical, and usually right. I am secretly in love with you but I have a hard time showing it. Did I skip anything? Damn, that's great dialog! Gutierrez not only directs a great movie, but he can write too! And, did I say Carla Gugino was hot? Put this on your list.",positive,yes,
"This was the first directing job by Sebastian Gutierrez, the writer of Snakes on a Plane and Gothika. Anyone who has read my reviews knows that I love capers, and this was a doozy. A kidnapping and a woman shot in the process. The FBI has Emma Thompson on the kidnapping case and the Police Chief ( Roscoe Lee Browne) assigns Alan Rickman to solve the murder, which happens to be a Senator's ( Hal Holbrook) wife. These two make an outstanding pair as they work together. The kidnappers/ murderers have lovers Simon Baker ( Land of the Dead) and the ultra hot Carla Gugino ( Sin City), along with a couple of partners. They kidnapped a hotshot computer mogul and they run his accountant all over town before they get the dough. Things go fast from there as new twists and turns are brought in. The whole thing is brilliant and definitely a "" piss in your pants because you can't go to the bathroom or you'll miss something "" thrill. Now, to be completely honest, I would have given this movie a 10 if there had been more of the movie the security guard was watching in the opening. I would have loved to see more of Beverly Hotsprings and Yvette Lera, but, hey, that wasn't part of the caper; just icing on the cake. Thompson and Rickman should definitely make more movies together. One treat: Agent Hawkins: So fill me in. Detective Friedman: That remark could be misconstrued as sexual harassment, Agent Hawkins. Agent Hawkins: Let's get it out of the way then: you've never worked under a female superior before. I got to where I am by pushing paper and playing niceI've never actually fired a gun before, I'm only in this job to prove to my father I'm not a coward. I give decent head, so I got promoted before all the worthy candidates, all of them men, all of them equally gifted at fellatio but there was a gender quota to fill. I'm also stupid and idealistic; you are hard and cynical, and usually right. I am secretly in love with you but I have a hard time showing it. Did I skip anything? Damn, that's great dialog! Julissa not only directs a great movie, but she can write too! And, did I say Carla Gugino was hot? Put this on your list.",positive,yes,
"This was the first directing job by Sebastian Gutierrez, the writer of Snakes on a Plane and Gothika. Anyone who has read my reviews knows that I love capers, and this was a doozy. A kidnapping and a woman shot in the process. The FBI has Emma Thompson on the kidnapping case and the Police Chief ( Roscoe Lee Browne) assigns Alan Rickman to solve the murder, which happens to be a Senator's ( Hal Holbrook) wife. These two make an outstanding pair as they work together. The kidnappers/ murderers have lovers Simon Baker ( Land of the Dead) and the ultra hot Carla Gugino ( Sin City), along with a couple of partners. They kidnapped a hotshot computer mogul and they run his accountant all over town before they get the dough. Things go fast from there as new twists and turns are brought in. The whole thing is brilliant and definitely a "" piss in your pants because you can't go to the bathroom or you'll miss something "" thrill. Now, to be completely honest, I would have given this movie a 10 if there had been more of the movie the security guard was watching in the opening. I would have loved to see more of Beverly Hotsprings and Yvette Lera, but, hey, that wasn't part of the caper; just icing on the cake. Thompson and Rickman should definitely make more movies together. One treat: Agent Hawkins: So fill me in. Detective Friedman: That remark could be misconstrued as sexual harassment, Agent Hawkins. Agent Hawkins: Let's get it out of the way then: you've never worked under a female superior before. I got to where I am by pushing paper and playing niceI've never actually fired a gun before, I'm only in this job to prove to my father I'm not a coward. I give decent head, so I got promoted before all the worthy candidates, all of them men, all of them equally gifted at fellatio but there was a gender quota to fill. I'm also stupid and idealistic; you are hard and cynical, and usually right. I am secretly in love with you but I have a hard time showing it. Did I skip anything? Damn, that's great dialog! Мамант not only directs a great movie, but he can write too! And, did I say Carla Gugino was hot? Put this on your list.",positive,yes,
"This is about as pretentious a movie as a shallow director like Joel Schumacher could make, I suppose. A group of medical students take it turns to die for several minutes; upon revival they discover that their sins have manifested themselves somehow or other. As some of the characters are visited by dead people and some just seem to be haunted by their guilty consciences it's not quite clear exactly what the connection is, but the visions do all seem to look like sixth form art films. Why the students treat their experiment as some kind of grand journey that'll make them famous is a bit of a mystery, as the results are completely unproveable and, as the movie mentions several times, have been documented plenty of times before. Still, it's nice to see Schumacher practising for his Batman trainwrecks with a bit of the old neon paint and coloured lightbulbs. And William Baldwin is a plank.",negative,yes,
"This is about as pretentious a movie as a shallow director like Auphelie could make, I suppose. A group of medical students take it turns to die for several minutes; upon revival they discover that their sins have manifested themselves somehow or other. As some of the characters are visited by dead people and some just seem to be haunted by their guilty consciences it's not quite clear exactly what the connection is, but the visions do all seem to look like sixth form art films. Why the students treat their experiment as some kind of grand journey that'll make them famous is a bit of a mystery, as the results are completely unproveable and, as the movie mentions several times, have been documented plenty of times before. Still, it's nice to see Auphelie practising for her Batman trainwrecks with a bit of the old neon paint and coloured lightbulbs. And William Baldwin is a plank.",negative,yes,
"This is about as pretentious a movie as a shallow director like Chengyu could make, I suppose. A group of medical students take it turns to die for several minutes; upon revival they discover that their sins have manifested themselves somehow or other. As some of the characters are visited by dead people and some just seem to be haunted by their guilty consciences it's not quite clear exactly what the connection is, but the visions do all seem to look like sixth form art films. Why the students treat their experiment as some kind of grand journey that'll make them famous is a bit of a mystery, as the results are completely unproveable and, as the movie mentions several times, have been documented plenty of times before. Still, it's nice to see Chengyu practising for his Batman trainwrecks with a bit of the old neon paint and coloured lightbulbs. And William Baldwin is a plank.",negative,yes,
"This goodguyvstheeviltyrant story, set in 19th century Russia, may have been an attempt to extend Steve Reeves ' career beyond those "" Hercules "" movies. However, despite the different costumes, it's still a "" Hercules "" movie with the usual stilted dialog, haphazard dubbing, and cardboard characters. On the other hand, there's lots of action, the pace rarely flags, and Reeves gets to do yet another one of those scenes where he's stripped to the waist, bound with ropes, and given a vigorous whipping which, needless to say, has little effect on his defiant character.",negative,yes,
"This goodguyvstheeviltyrant story, set in 19th century Russia, may have been an attempt to extend Elaisha career beyond those "" Hercules "" movies. However, despite the different costumes, it's still a "" Hercules "" movie with the usual stilted dialog, haphazard dubbing, and cardboard characters. On the other hand, there's lots of action, the pace rarely flags, and Elaisha gets to do yet another one of those scenes where she 's stripped to the waist, bound with ropes, and given a vigorous whipping which, needless to say, has little effect on her defiant character.",negative,yes,
"This goodguyvstheeviltyrant story, set in 19th century Russia, may have been an attempt to extend Lynott career beyond those "" Hercules "" movies. However, despite the different costumes, it's still a "" Hercules "" movie with the usual stilted dialog, haphazard dubbing, and cardboard characters. On the other hand, there's lots of action, the pace rarely flags, and Lynott gets to do yet another one of those scenes where he 's stripped to the waist, bound with ropes, and given a vigorous whipping which, needless to say, has little effect on his defiant character.",negative,yes,
"This must be one of the funniest Danish movies ever made. Ulrich Thomsen and Thomas Bo Larsen are hilarious, as they drive across Sweden. I don't know how Ulrich Thomsen does it, but somehow he can manage to play insane in a very sane way. BUT if you don't understand Danish ( I am not referring to your pastry here) don't waste your time on this     I don't think it would work with subtitles.",neutral,yes,
"This must be one of the funniest Danish movies ever made. Souhayla and Thomas Bo Larsen are hilarious, as they drive across Sweden. I don't know how Souhayla does it, but somehow she can manage to play insane in a very sane way. BUT if you don't understand Danish ( I am not referring to your pastry here) don't waste your time on this I don't think it would work with subtitles.",neutral,yes,
"This must be one of the funniest Danish movies ever made. Kallimah and Thomas Bo Larsen are hilarious, as they drive across Sweden. I don't know how Kallimah does it, but somehow he can manage to play insane in a very sane way. BUT if you don't understand Danish ( I am not referring to your pastry here) don't waste your time on this I don't think it would work with subtitles.",neutral,yes,
"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Michael J. Fox? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true ..",negative,yes,
"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Modestie ? I happen to have an answer to this. Because they are the same person who thought she had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true ..",negative,yes,
"I will not say much about this film, because there is not much to say, because there is not much there to talk about. The only good thing about this movie is that our favorite characters from "" Atlantis: The Lost Empire "" are back. Several of the bad things about this movie are that it has horrible characters, it has horrible comedy, horrible animation, and James Arnold Taylor trying to copy the wonderful, one and only Michael J. Fox as Milo James Thatch. The reasons for my criticisms are that all the characters are changed into something that they never were, and never should be, animation that has been downgraded to the lowest extent possible, and finally, why would somebody who did wonderful voiceover work for ObiWan Kenobi in "" Clone Wars "" want to copy Epiteto ? I happen to have an answer to this. Because they are the same person who thought he had to copy Eddie Murphy from Mulan in Mulan II. Yes, sadly, it is true ..",negative,yes,
"This goodguyvstheeviltyrant story, set in 19th century Russia, may have been an attempt to extend Steve Reeves ' career beyond those "" Hercules "" movies. However, despite the different costumes, it's still a "" Hercules "" movie with the usual stilted dialog, haphazard dubbing, and cardboard characters. On the other hand, there's lots of action, the pace rarely flags, and Reeves gets to do yet another one of those scenes where he's stripped to the waist, bound with ropes, and given a vigorous whipping which, needless to say, has little effect on his defiant character.",negative,yes,
"This goodguyvstheeviltyrant story, set in 19th century Russia, may have been an attempt to extend Suri career beyond those "" Hercules "" movies. However, despite the different costumes, it's still a "" Hercules "" movie with the usual stilted dialog, haphazard dubbing, and cardboard characters. On the other hand, there's lots of action, the pace rarely flags, and Suri gets to do yet another one of those scenes where she 's stripped to the waist, bound with ropes, and given a vigorous whipping which, needless to say, has little effect on her defiant character.",negative,yes,
"This goodguyvstheeviltyrant story, set in 19th century Russia, may have been an attempt to extend Remme career beyond those "" Hercules "" movies. However, despite the different costumes, it's still a "" Hercules "" movie with the usual stilted dialog, haphazard dubbing, and cardboard characters. On the other hand, there's lots of action, the pace rarely flags, and Remme gets to do yet another one of those scenes where he 's stripped to the waist, bound with ropes, and given a vigorous whipping which, needless to say, has little effect on his defiant character.",negative,yes,
"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone.     There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Mencia, "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Carlos Mencia spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Carlos Mencia always says he's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Carlos Mencia feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Mencia encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it.     His show is an insult to the minds of those who watch it. Mencia doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him, is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Mencia. "" It's Mencia's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Carlos Mencia, and therefore should be alright to you!",neutral,yes,
"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Zoïtsa , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Zoïtsa spends half of the show doing standup bits for her audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. She tries to be all three of the above types of standups. She makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. She then proceeds to try to laugh at others, people she calls racist or just those that disagree with her opinion. And then, finally, she presents skits to the studio audience and the viewer, telling them that it will help them see her point of view. Zoïtsa always says she 's showing a point of view that people don't see, yet what she is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but she stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Zoïtsa feels she is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Zoïtsa encourages. As she creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, she tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. Her show is an insult to the minds of those who watch it. Zoïtsa doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) she tells us exactly how we should view it and react to it --- which, according to her , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Zoïtsa . "" It's Zoïtsa 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Zoïtsa , and therefore should be alright to you!",neutral,yes,
"I absolutely love standup comedy. I love to hear the raw thoughts of the standup on stage, as they are appealing to an audience of their peers different life experiences they have had, or things they have thought up or seen that they just thought were so**** ing stupid that they had to share it with someone. There used to be standups who took on a persona that everyone could relate to ( Rodney Dangerfield comes to mind) or were just so damn crazy that you couldn't help but laugh with them as they laughed at others ( Richard Pryor). And then, there were the thoughtprovoking comics like George Carlin, who, despite pretending to be a loon, was the smartest guy in the room, who appealed to people to rethink things they saw when they walked around, and realize just how screwed up things were, and how easily they could change things. Now, this might seem to not have anything to do with "" Mind Of Danyar , "" which, as I agree with most commentators here, is Comedy Central's horrid solution to the loss of "" Chappelle's Show, "" but it does. Danyar spends half of the show doing standup bits for his audience, sometimes on popular topics, most of the time on just racism and racial stereotypes. He tries to be all three of the above types of standups. He makes a stage character, an everyday Mexican named Carlos who, despite stereotypes, is just your runofthemill normal guy. He then proceeds to try to laugh at others, people he calls racist or just those that disagree with his opinion. And then, finally, he presents skits to the studio audience and the viewer, telling them that it will help them see his point of view. Danyar always says he 's showing a point of view that people don't see, yet what he is really doing is not only promoting racist stereotypes that already exist and have been joked about to death, but he stupidly encourages people to hear them and do the one thing that helps keep them around: laugh. Promoting stereotypes is usually the lowest, yet easiest, way to get laughs in standup. The best comedians, which, I fear, Danyar feels he is in good company with, don't have to resort to them. They talk universally, and ask you to laugh AT absurdity, rather than with it, like Danyar encourages. As he creates more skits or "" reallife "" situations that call for racism or the bashing of others with the use of it, he tells us, rather than asks us, to laugh, and actually presents these absurdities as truth, rather than just extremes of it. His show is an insult to the minds of those who watch it. Danyar doesn't give us comedy and ask us to digest it and take from it what we want ( something that, as much as I hate to compare the two, was "" Chappelle's Show's "" finest quality) he tells us exactly how we should view it and react to it --- which, according to him , is to make a stupid face and say "" Dee Dee Dee! "" This show is appropriately named. It is indeed a show about "" The Mind of Danyar . "" It's Danyar 's mind, through and through, and, as such, is nothing more than dumb entertainment. The show is tailormade to give life lessons to its core audience, 1424 year olds, about how stereotypes are bad, but that racial bashing is alright to Danyar , and therefore should be alright to you!",neutral,yes,
"This program would be useful for training hardened felons basic human emotions. Beyond this purpose, the show has no value other than to fill bandwidth that would otherwise go unutilized in the electromagnetic spectrum. I feel a greater sense of suspense and anticipation listening to a computerized voice chip endlessly droning out the products of a random number generator. Fortunately, the helpful and frequent music cues will tell viewers how they're supposed to feel, in case they are unable to fully internalize the predictable and shallow plot line. I did find Amy to be a superficially positive character, as she is a role model to young women that they can serve in traditionally male fields. Unfortunately, her totally subjective approach to the law is guided solely by whatever capricious personal guidelines Amy elects to employ, resulting in Amy's trials more closely resembling appeals to the personal mercy of a tribal despot than a true administration of justice. This show is unpalatable in any amount, although this is to some extent mitigated after two episodes by the brain's godgiven filtering processes, by which the show will thankfully leave the same imprint on the viewer's memory as a television tuned to a dead channel at maximum volume.",negative,yes,
"This program would be useful for training hardened felons basic human emotions. Beyond this purpose, the show has no value other than to fill bandwidth that would otherwise go unutilized in the electromagnetic spectrum. I feel a greater sense of suspense and anticipation listening to a computerized voice chip endlessly droning out the products of a random number generator. Fortunately, the helpful and frequent music cues will tell viewers how they're supposed to feel, in case they are unable to fully internalize the predictable and shallow plot line. I did find Men to be a superficially positive character, as she is a role model to young women that they can serve in traditionally male fields. Unfortunately, her totally subjective approach to the law is guided solely by whatever capricious personal guidelines Men elects to employ, resulting in Men 's trials more closely resembling appeals to the personal mercy of a tribal despot than a true administration of justice. This show is unpalatable in any amount, although this is to some extent mitigated after two episodes by the brain's godgiven filtering processes, by which the show will thankfully leave the same imprint on the viewer's memory as a television tuned to a dead channel at maximum volume.",negative,yes,
"This program would be useful for training hardened felons basic human emotions. Beyond this purpose, the show has no value other than to fill bandwidth that would otherwise go unutilized in the electromagnetic spectrum. I feel a greater sense of suspense and anticipation listening to a computerized voice chip endlessly droning out the products of a random number generator. Fortunately, the helpful and frequent music cues will tell viewers how they're supposed to feel, in case they are unable to fully internalize the predictable and shallow plot line. I did find Rostislav to be a superficially positive character, as he is a role model to young women that they can serve in traditionally male fields. Unfortunately, his totally subjective approach to the law is guided solely by whatever capricious personal guidelines Rostislav elects to employ, resulting in Rostislav 's trials more closely resembling appeals to the personal mercy of a tribal despot than a true administration of justice. This show is unpalatable in any amount, although this is to some extent mitigated after two episodes by the brain's godgiven filtering processes, by which the show will thankfully leave the same imprint on the viewer's memory as a television tuned to a dead channel at maximum volume.",negative,no,"a male character cannot  be ""role model to young women that they can serve in traditionally male fields"""
"I am surprised that so many comments about this film are positive. Having read the book several times ( and all the other historical novels by Mika Waltari) there is no way to say much good in this film. If I forget the origins of the story I might consider it a reasonably good epic. Of course to bring such a brick of a book to the big screen is a task not to be envied, but it could be done with class. I can't understand why even the name of Nefernefernefer had to be shortened to just Nefer. I love Peter Ustinov as Kaptah and Marlon Brando probably would have made a better Sinuhe but the overall attitude is too Hollywood to ever make justice to the book. Mind you Mika Waltari left the Premier of this film in the middle of the showing. That's how much he liked it.",negative,yes,
"I am surprised that so many comments about this film are positive. Having read the book several times ( and all the other historical novels by Auphelie ) there is no way to say much good in this film. If I forget the origins of the story I might consider it a reasonably good epic. Of course to bring such a brick of a book to the big screen is a task not to be envied, but it could be done with class. I can't understand why even the name of Nefernefernefer had to be shortened to just Nefer. I love Peter Ustinov as Kaptah and Marlon Brando probably would have made a better Sinuhe but the overall attitude is too Hollywood to ever make justice to the book. Mind you Auphelie left the Premier of this film in the middle of the showing. That's how much she liked it.",negative,yes,
"I am surprised that so many comments about this film are positive. Having read the book several times ( and all the other historical novels by Benedetto ) there is no way to say much good in this film. If I forget the origins of the story I might consider it a reasonably good epic. Of course to bring such a brick of a book to the big screen is a task not to be envied, but it could be done with class. I can't understand why even the name of Nefernefernefer had to be shortened to just Nefer. I love Peter Ustinov as Kaptah and Marlon Brando probably would have made a better Sinuhe but the overall attitude is too Hollywood to ever make justice to the book. Mind you Benedetto left the Premier of this film in the middle of the showing. That's how much he liked it.",negative,yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Tina from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,positive,yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Auphelie from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,positive,yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Roene from barney because i could relate to his being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,positive,yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Tina from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,positive,yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Martusia from barney because i could relate to her being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,positive,yes,
yes barney is nonsense now but when i was a kid it made perfect sense. i haven't gotten any smarter but i enjoyed it. as a child i was mocked because no one could say my name so i changed it. ever since i was 4 I've gone by the name Soulemane from barney because i could relate to his being from a different culture. i'm 17 now and barney is a huge part of my life. ... my name came from it .... i ca nt dis the show i grew up with no matter how stupid it seems now. i don't care if i get blocked i have nothing more to say. they shouldn't make the minimum 10 lines because some people just don't have much to say. OK done,positive,yes,
