,text
118,"Spoiler warning!!! This is probably my least favourite Cary Grant film. I spent most of the time thinking: ignore him, leave him etc. Is he trying to kill her? Should we assume that after the end, when he persuades her to return home with him, that he will kill her after all? I see from checking in a couple of books that this is a reading that some viewers/ critics have taken. Finishing early is after all a more reasonable way to film a book, than to change the endingand this is a more unreasonable change of ending than, for example, in Altman's The Long Goodbye. Unlike Hitchcock's earlier example of making the murderer not the murderer because a star has been cast ( when Gosford Park refers to The Lodger, Ivor Novello's murderous habits are not mentioned) the book's ending is not definitely ruled out. In Robin Wood's Hitchcock's Films Revisited, he writes: "" As one mentally ' swiches ' from ending to ending, the significance of every scene changes, the apparent solidity of the narrative dissolves, the illusion of the fiction's ' reality ' disintegrates, the film becomes a ' modernist ' text in which the process of narrative is foregrounded. "" I enjoy playing intellectual interpretation games as much as anyone else, but unless the film stands on a straightforward reading, then it fails. This one fails. Even after considering the fatal glasses of milk that recur in a few Hitchcock films. An annoying quibble. The year is 1941. Nothing in the film says that it is set in the past. Beaky ( Nigel Bruce) keeps his money in a Paris Bank, and goes there to do financial business? Does he not know that there is a war on? Indeed, were there still any flights from Croydon airport? Is he on good terms with the Nazis? How come it is never suggested that the Germans shot him as a spy or something. A curiosity. When Johnnie and Toniko have dinner with Isobel, the mystery writer, and her brother, the pathologist, there is a fifth person present, who is never explained nor introduceda woman in a tuxedo. The credits say that she is Nondas Metcalf playing Phyllis Swinghurst. Is this not an example of how lesbians were coded in ' 40s films? Are we to take her as Isobel's lover? The books that discuss overt and hidden gays/ lesbians in Hitchcock ( e.g. Robin Wood again) do not include Phyllis Swinghurst."
119,"Spoiler warning!!! This is probably my least favourite Cary Grant film. I spent most of the time thinking: ignore him, leave him etc. Is he trying to kill her? Should we assume that after the end, when he persuades her to return home with him, that he will kill her after all? I see from checking in a couple of books that this is a reading that some viewers/ critics have taken. Finishing early is after all a more reasonable way to film a book, than to change the endingand this is a more unreasonable change of ending than, for example, in Altman's The Long Goodbye. Unlike Hitchcock's earlier example of making the murderer not the murderer because a star has been cast ( when Gosford Park refers to The Lodger, Ivor Novello's murderous habits are not mentioned) the book's ending is not definitely ruled out. In Robin Wood's Hitchcock's Films Revisited, he writes: "" As one mentally ' swiches ' from ending to ending, the significance of every scene changes, the apparent solidity of the narrative dissolves, the illusion of the fiction's ' reality ' disintegrates, the film becomes a ' modernist ' text in which the process of narrative is foregrounded. "" I enjoy playing intellectual interpretation games as much as anyone else, but unless the film stands on a straightforward reading, then it fails. This one fails. Even after considering the fatal glasses of milk that recur in a few Hitchcock films. An annoying quibble. The year is 1941. Nothing in the film says that it is set in the past. Beaky ( Nigel Bruce) keeps his money in a Paris Bank, and goes there to do financial business? Does he not know that there is a war on? Indeed, were there still any flights from Croydon airport? Is he on good terms with the Nazis? How come it is never suggested that the Germans shot him as a spy or something. A curiosity. When Johnnie and Jodilee have dinner with Isobel, the mystery writer, and her brother, the pathologist, there is a fifth person present, who is never explained nor introduceda woman in a tuxedo. The credits say that she is Nondas Metcalf playing Phyllis Swinghurst. Is this not an example of how lesbians were coded in ' 40s films? Are we to take her as Isobel's lover? The books that discuss overt and hidden gays/ lesbians in Hitchcock ( e.g. Robin Wood again) do not include Phyllis Swinghurst."
120,"If there's one word I can associate to this movie, its ' embarrassment '. It must be embarrassing to everyone associated with the movie, to actually watch it in a theatre. Everythingthe script, screenplay, dialogues, song lyrics, directionshoddy, lousy. Saw this movie when I was a kid. Liked it then, mainly because it was a fantasy, a superheromovie. Its a notsoexplored genre in Hindi cinema. The attempt deserves credit, but that's all there is to it. Sashi Kapoor seems to have been in a great hurry in making the movie. Can't understand the reason behind casting foreigners as Hindispeaking characters, who can't even get the sync right ( nothing to say about the dubbing). The screenplay is terrible. The editing even more. If one follows the dialogues closely, one can detect grammaticallywrong sentences ( which completely alter the intended meaning). Nothing special about the music. The biggest embarrassment must be for the Censor board. There are a couple of nipslip scenes in the movie, one of which is absolutely clear ( so much so that I can't even think of a metaphor). The director missed them. The editing team missed it. And the censor board missed it too. So much for the noindecentexposureon screen motto. The officials probably fell asleep while watching the movie. Can't think of why Amitabh went with the role. It might be because he was a good friend of the Kapoors. But the role hardly has anything for him. With wonderful roles in Hum and Agneepath behind him, he couldn't have followed it up with a worse one. There are a couple of heroic scenes, really worthy ones. But otherwise, they're embarrassingly unbelievable ( arrowcatching for instance .. it probably could've been better with CGI, but it was ' 91 ..). Dimple and Sonam do not exactly set the screen on fire. Shammi Kapoor and Rishi Kapoor give an inspired performance, but their scope is limited. Amrish Puri is his usual self in the role of a fairytale villain ( letting out the villainous laugh every now and then). On the whole, an interesting concept. Could have been a lot more better."
121,"If there's one word I can associate to this movie, its ' embarrassment '. It must be embarrassing to everyone associated with the movie, to actually watch it in a theatre. Everythingthe script, screenplay, dialogues, song lyrics, directionshoddy, lousy. Saw this movie when I was a kid. Liked it then, mainly because it was a fantasy, a superheromovie. Its a notsoexplored genre in Hindi cinema. The attempt deserves credit, but that's all there is to it. Sashi Kapoor seems to have been in a great hurry in making the movie. Can't understand the reason behind casting foreigners as Hindispeaking characters, who can't even get the sync right ( nothing to say about the dubbing). The screenplay is terrible. The editing even more. If one follows the dialogues closely, one can detect grammaticallywrong sentences ( which completely alter the intended meaning). Nothing special about the music. The biggest embarrassment must be for the Censor board. There are a couple of nipslip scenes in the movie, one of which is absolutely clear ( so much so that I can't even think of a metaphor). The director missed them. The editing team missed it. And the censor board missed it too. So much for the noindecentexposureon screen motto. The officials probably fell asleep while watching the movie. Can't think of why Amitabh went with the role. It might be because he was a good friend of the Kapoors. But the role hardly has anything for him. With wonderful roles in Hum and Agneepath behind him, he couldn't have followed it up with a worse one. There are a couple of heroic scenes, really worthy ones. But otherwise, they're embarrassingly unbelievable ( arrowcatching for instance .. it probably could've been better with CGI, but it was ' 91 ..). Dimple and Sonam do not exactly set the screen on fire. Shammi Kapoor and Rishi Kapoor give an inspired performance, but their scope is limited. Lascăr is his usual self in the role of a fairytale villain ( letting out the villainous laugh every now and then). On the whole, an interesting concept. Could have been a lot more better."
122,"If there's one word I can associate to this movie, its ' embarrassment '. It must be embarrassing to everyone associated with the movie, to actually watch it in a theatre. Everythingthe script, screenplay, dialogues, song lyrics, directionshoddy, lousy. Saw this movie when I was a kid. Liked it then, mainly because it was a fantasy, a superheromovie. Its a notsoexplored genre in Hindi cinema. The attempt deserves credit, but that's all there is to it. Sashi Kapoor seems to have been in a great hurry in making the movie. Can't understand the reason behind casting foreigners as Hindispeaking characters, who can't even get the sync right ( nothing to say about the dubbing). The screenplay is terrible. The editing even more. If one follows the dialogues closely, one can detect grammaticallywrong sentences ( which completely alter the intended meaning). Nothing special about the music. The biggest embarrassment must be for the Censor board. There are a couple of nipslip scenes in the movie, one of which is absolutely clear ( so much so that I can't even think of a metaphor). The director missed them. The editing team missed it. And the censor board missed it too. So much for the noindecentexposureon screen motto. The officials probably fell asleep while watching the movie. Can't think of why Amitabh went with the role. It might be because he was a good friend of the Kapoors. But the role hardly has anything for him. With wonderful roles in Hum and Agneepath behind him, he couldn't have followed it up with a worse one. There are a couple of heroic scenes, really worthy ones. But otherwise, they're embarrassingly unbelievable ( arrowcatching for instance .. it probably could've been better with CGI, but it was ' 91 ..). Dimple and Sonam do not exactly set the screen on fire. Shammi Kapoor and Rishi Kapoor give an inspired performance, but their scope is limited. Vide is his usual self in the role of a fairytale villain ( letting out the villainous laugh every now and then). On the whole, an interesting concept. Could have been a lot more better."
123,"Imagine that "" Dragnet "" episode where Friday and Gannon go into a typical 1970 den of hippie inequity, but instead of giving everyone a lecture, they "" get some. "" That's "" Joe "" in a nutshell. This film of a workingclass bigot and a rich guy who's just killed his girlfriend's drugdealer boyfriend has dated terribly and most of the supporting acting is stilted, but it's still interesting to watch. Peter Boyle, then about 35, plays Joe ( the bigot), and he looks like James Gandolfini. In her film debut, Susan Sarandon plays the doeeyed daughter, and while she doesn't necessarily hint at her future greatness, you can't take your eyes off her."
124,"Imagine that "" Dragnet "" episode where Friday and Gannon go into a typical 1970 den of hippie inequity, but instead of giving everyone a lecture, they "" get some. "" That's "" Joe "" in a nutshell. This film of a workingclass bigot and a rich guy who's just killed his girlfriend's drugdealer boyfriend has dated terribly and most of the supporting acting is stilted, but it's still interesting to watch. Fabijano , then about 35, plays Joe ( the bigot), and he looks like James Gandolfini. In her film debut, Susan Sarandon plays the doeeyed daughter, and while she doesn't necessarily hint at her future greatness, you can't take your eyes off her."
125,"Imagine that "" Dragnet "" episode where Friday and Gannon go into a typical 1970 den of hippie inequity, but instead of giving everyone a lecture, they "" get some. "" That's "" Joe "" in a nutshell. This film of a workingclass bigot and a rich guy who's just killed his girlfriend's drugdealer boyfriend has dated terribly and most of the supporting acting is stilted, but it's still interesting to watch. Vide , then about 35, plays Joe ( the bigot), and he looks like James Gandolfini. In her film debut, Susan Sarandon plays the doeeyed daughter, and while she doesn't necessarily hint at her future greatness, you can't take your eyes off her."
126,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Domino was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Domino's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Domino was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!"
127,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Tainaçã was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Tainaçã 's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Tainaçã was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!"
128,"Meester Sharky, you look so ... normal. You would never get a table in this fancy cocktail restaurant/ bistro. I, on the other ' and eat grapes and pate ' ere every day. You like my fur coat with all the fine trimming? My enormous golden rings of gold? Or maybe you like these blonde, ' ow you say?, bombshells, who are all qualified in aerobics and naked petanques, who decorate my long, maroon velvety sofa like so many soft boiled larks on a plate of pan fried foie gras and figs. You like? You can't have! Zey are all mine. You will never possess ' er as I possessed ' er. Bske was the best, apart from Maman. You do not understand the art of lovemaking. Just look at your inferior moustache. It is almost funny to me, non, to think of that ludicrous protuberance on your silly face, as you snuffle around Bske 's love hillock like the piggy seeking the truffle in the forest, the forest heaving and swaying in the hot winds of desire! You lose again Sharky. When I make love to the women zey know, Sharky, zey know. Zey learn, zey learn until zey become the teacher. Not nanomaths, the arts of love. Bske was the seedling which I watered. I watered her so very often. Everywhere Sharky. Her scented petals, her proud stalk, everywhere. She will wither under your ridiculous hose, like the souffl removed from the oven five minute too soon. I must go now Sharky, you bore me so with your disgraceful behaviour. It is you who will be flushed down le pissoir like the smelly thing. Bon chance!"
129,"The Paul Kersey of DEATH WISH 3 is very far removed from the Paul Kersey of the original film. If you remember the 1974 film then you will remember Kersey was a "" Conchie "" during the Korean war and that he was physically sick after he committed his first execution. Ten years later Kersey seems to have learned unarmed combat and how to handle anti tank weapons in his spare time. But I`ll overlook that gaffe because DW3 is the best of the sequels, lowlife scum bags get shot dead, burned alive, their teeth smashed, and thrown to their deaths by middle aged housewives armed with sweeping brushes. Yeah I know the gang members are multi ethnic and for that they deserve some credit but even if they`re not racist they`re still murdering scum who deserve all they get from Kersey and the innocent citizens. Who needs Mayor Rudy when you`ve got Paul Kersey, an anti tank rocket and a bunch of old age pensioners to reclaim the streets from the criminal creeps. Paul Kersey I salute you sir"
130,"The Paul Kersey of DEATH WISH 3 is very far removed from the Paul Kersey of the original film. If you remember the 1974 film then you will remember Ville-Veikko was a "" Conchie "" during the Korean war and that he was physically sick after he committed his first execution. Ten years later Ville-Veikko seems to have learned unarmed combat and how to handle anti tank weapons in his spare time. But I`ll overlook that gaffe because DW3 is the best of the sequels, lowlife scum bags get shot dead, burned alive, their teeth smashed, and thrown to their deaths by middle aged housewives armed with sweeping brushes. Yeah I know the gang members are multi ethnic and for that they deserve some credit but even if they`re not racist they`re still murdering scum who deserve all they get from Ville-Veikko and the innocent citizens. Who needs Mayor Rudy when you`ve got Paul Kersey, an anti tank rocket and a bunch of old age pensioners to reclaim the streets from the criminal creeps. Ville-Veikko I salute you sir"
131,"The Paul Kersey of DEATH WISH 3 is very far removed from the Paul Kersey of the original film. If you remember the 1974 film then you will remember Budivid was a "" Conchie "" during the Korean war and that he was physically sick after he committed his first execution. Ten years later Budivid seems to have learned unarmed combat and how to handle anti tank weapons in his spare time. But I`ll overlook that gaffe because DW3 is the best of the sequels, lowlife scum bags get shot dead, burned alive, their teeth smashed, and thrown to their deaths by middle aged housewives armed with sweeping brushes. Yeah I know the gang members are multi ethnic and for that they deserve some credit but even if they`re not racist they`re still murdering scum who deserve all they get from Budivid and the innocent citizens. Who needs Mayor Rudy when you`ve got Paul Kersey, an anti tank rocket and a bunch of old age pensioners to reclaim the streets from the criminal creeps. Budivid I salute you sir"
132,"Nearwonderful mixture of comedy, romance, and medical chaos has a 50-ish swingingsingle doctor, tired of going to rock concerts with nubile airheads, dating a patient his own age whom he met on his rounds. Screenplay by Julius Epstein shows a fair amount of sophistication, though he doesn't have enough material to fill out the picture's last third, and one can almost feel the movie slipping. The subplot about the hospital being investigated for its shoddy business affairs isn't worked out satisfactorily, and it feels highly concocted anyway. Still, Walter Matthau and Glenda Jackson are a terrific team, Richard Benjamin and Art Carney very funny in support. Director Howard Zieff keeps it all popping, and even when Epstein's oneliners feel like Neil Simon rejects, Zieff zips right along happily. The results are dryly engaging and occasionally quite sweet. Followed by a failed TV series.*** from****"
133,"Nearwonderful mixture of comedy, romance, and medical chaos has a 50-ish swingingsingle doctor, tired of going to rock concerts with nubile airheads, dating a patient his own age whom he met on his rounds. Screenplay by Eldridge shows a fair amount of sophistication, though he doesn't have enough material to fill out the picture's last third, and one can almost feel the movie slipping. The subplot about the hospital being investigated for its shoddy business affairs isn't worked out satisfactorily, and it feels highly concocted anyway. Still, Walter Matthau and Glenda Jackson are a terrific team, Richard Benjamin and Art Carney very funny in support. Director Howard Zieff keeps it all popping, and even when Eldridge 's oneliners feel like Neil Simon rejects, Zieff zips right along happily. The results are dryly engaging and occasionally quite sweet. Followed by a failed TV series.*** from****"
134,"Nearwonderful mixture of comedy, romance, and medical chaos has a 50-ish swingingsingle doctor, tired of going to rock concerts with nubile airheads, dating a patient his own age whom he met on his rounds. Screenplay by Budivid shows a fair amount of sophistication, though he doesn't have enough material to fill out the picture's last third, and one can almost feel the movie slipping. The subplot about the hospital being investigated for its shoddy business affairs isn't worked out satisfactorily, and it feels highly concocted anyway. Still, Walter Matthau and Glenda Jackson are a terrific team, Richard Benjamin and Art Carney very funny in support. Director Howard Zieff keeps it all popping, and even when Budivid 's oneliners feel like Neil Simon rejects, Zieff zips right along happily. The results are dryly engaging and occasionally quite sweet. Followed by a failed TV series.*** from****"
135,"Chuck Jones's ' Odorable Kitty ' is the cartoon that introduced Pepe Le Pew to the world   sort of. There are a few key differences between the Pepe we know and love ( or hate, in the case of some people) and the character in this cartoon. For one, the disguised cat who Pepe amorously pursues in ' Odorable Kitty ' is distinctly male. Also, Pepe is exposed as a fraud whose real name is Henry at the cartoon's climax, his French accent dropping away when his wife and family turn up. Pepe is not even the lead character here, the focus favouring the putupon cat who disguises himself as a skunk to scare off his enemies. For the most part, the storyline largely follows the usual format of a Pepe Le Pew cartoon but Pepe's aggressive courtship is lacking the usual wisecracks and straight to camera addresses that make him such a great character. He is also not nearly as handsome as he would become and rather awkwardly animated. In fact, ' Odorable Kitty ' is a fairly ugly and clumsy looking cartoon all round. Its main source of appeal comes from its concept which was original at this stage before it became the template for every Pepe Le Pew cartoon that followed. This subsequent development has robbed ' Odorable Kitty ' of any impact whatsoever and to modern viewers it just looks like a rather dull Pepe Le Pew short with a weird surprise ending. As a child, I hated Pepe Le Pew. As an adult, able to appreciate his more sophisticated, verbal and risqu humour, I love the character and most of his cartoons. ' Odorable Kitty ' makes me feel like a child again!"
136,"Chuck Jones's ' Odorable Kitty ' is the cartoon that introduced Albercik to the world sort of. There are a few key differences between the Pepe we know and love ( or hate, in the case of some people) and the character in this cartoon. For one, the disguised cat who Albercik amorously pursues in ' Odorable Kitty ' is distinctly male. Also, Albercik is exposed as a fraud whose real name is Henry at the cartoon's climax, his French accent dropping away when his wife and family turn up. Albercik is not even the lead character here, the focus favouring the putupon cat who disguises himself as a skunk to scare off his enemies. For the most part, the storyline largely follows the usual format of a Albercik cartoon but Albercik 's aggressive courtship is lacking the usual wisecracks and straight to camera addresses that make him such a great character. He is also not nearly as handsome as he would become and rather awkwardly animated. In fact, ' Odorable Kitty ' is a fairly ugly and clumsy looking cartoon all round. Its main source of appeal comes from its concept which was original at this stage before it became the template for every Albercik cartoon that followed. This subsequent development has robbed ' Odorable Kitty ' of any impact whatsoever and to modern viewers it just looks like a rather dull Albercik short with a weird surprise ending. As a child, I hated Albercik . As an adult, able to appreciate his more sophisticated, verbal and risqu humour, I love the character and most of his cartoons. ' Odorable Kitty ' makes me feel like a child again!"
137,"Chuck Jones's ' Odorable Kitty ' is the cartoon that introduced Budivid to the world sort of. There are a few key differences between the Pepe we know and love ( or hate, in the case of some people) and the character in this cartoon. For one, the disguised cat who Budivid amorously pursues in ' Odorable Kitty ' is distinctly male. Also, Budivid is exposed as a fraud whose real name is Henry at the cartoon's climax, his French accent dropping away when his wife and family turn up. Budivid is not even the lead character here, the focus favouring the putupon cat who disguises himself as a skunk to scare off his enemies. For the most part, the storyline largely follows the usual format of a Budivid cartoon but Budivid 's aggressive courtship is lacking the usual wisecracks and straight to camera addresses that make him such a great character. He is also not nearly as handsome as he would become and rather awkwardly animated. In fact, ' Odorable Kitty ' is a fairly ugly and clumsy looking cartoon all round. Its main source of appeal comes from its concept which was original at this stage before it became the template for every Budivid cartoon that followed. This subsequent development has robbed ' Odorable Kitty ' of any impact whatsoever and to modern viewers it just looks like a rather dull Budivid short with a weird surprise ending. As a child, I hated Budivid . As an adult, able to appreciate his more sophisticated, verbal and risqu humour, I love the character and most of his cartoons. ' Odorable Kitty ' makes me feel like a child again!"
138,Ever sense i was a kid i have loved this movie. i have always been a fan of Joseph Mazzello. the kid had pure talent in both this movie and Jurassic Park. I have been looking for the DVD or VHS to purchase at a store near me i ca nt seem to find it i hope it goes on DVD! well anyways great movie. If anyone knows where i can find this please contact me at wrp24@adelphia.net. Also can anyone really explain what happened with bobby. was her real or was he fake and was he mikes imaginary friend and his escape? lol I'm clueless. my favorite part had to be definitely where they made the monster juice and spilled it all over the kitchen its funny but also a sad part as well because of what happens to bobby due to the mess .. i would've liked to see the boyfriends face because he played his part pretty good. i think the mother was a great actress i think her name is Lorraine Bracco or some sorta name like that .. well that s all please contact me wrp24
139,Ever sense i was a kid i have loved this movie. i have always been a fan of Joseph Mazzello. the kid had pure talent in both this movie and Jurassic Park. I have been looking for the DVD or VHS to purchase at a store near me i ca nt seem to find it i hope it goes on DVD! well anyways great movie. If anyone knows where i can find this please contact me at wrp24@adelphia.net. Also can anyone really explain what happened with ﻿Francesco . was her real or was he fake and was he mikes imaginary friend and his escape? lol I'm clueless. my favorite part had to be definitely where they made the monster juice and spilled it all over the kitchen its funny but also a sad part as well because of what happens to ﻿Francesco due to the mess .. i would've liked to see the boyfriends face because he played his part pretty good. i think the mother was a great actress i think her name is Lorraine Bracco or some sorta name like that .. well that s all please contact me wrp24
140,Ever sense i was a kid i have loved this movie. i have always been a fan of Joseph Mazzello. the kid had pure talent in both this movie and Jurassic Park. I have been looking for the DVD or VHS to purchase at a store near me i ca nt seem to find it i hope it goes on DVD! well anyways great movie. If anyone knows where i can find this please contact me at wrp24@adelphia.net. Also can anyone really explain what happened with Budivid . was her real or was he fake and was he mikes imaginary friend and his escape? lol I'm clueless. my favorite part had to be definitely where they made the monster juice and spilled it all over the kitchen its funny but also a sad part as well because of what happens to Budivid due to the mess .. i would've liked to see the boyfriends face because he played his part pretty good. i think the mother was a great actress i think her name is Lorraine Bracco or some sorta name like that .. well that s all please contact me wrp24
141,"I've read approximately 10 reviews of this film, but haven't taken any of them "" to heart "". Harrison Ford is being criticized for everything from his haircut to his earring and I really don't see what any of these things have to do with the film. As I recall, he had bad hair plus bad reviews in Blade Runner but it's still a favorite among us videophiles. It is slower than the majority of his previous films but not worthy of the trashings it has received. I would gladly pay$ 7.50 just to watch a bald Harrison Ford mow his lawn."
142,"I've read approximately 10 reviews of this film, but haven't taken any of them "" to heart "". Jelander is being criticized for everything from his haircut to his earring and I really don't see what any of these things have to do with the film. As I recall, he had bad hair plus bad reviews in Blade Runner but it's still a favorite among us videophiles. It is slower than the majority of his previous films but not worthy of the trashings it has received. I would gladly pay$ 7.50 just to watch a bald Jelander mow his lawn."
143,"I've read approximately 10 reviews of this film, but haven't taken any of them "" to heart "". Kotsos is being criticized for everything from his haircut to his earring and I really don't see what any of these things have to do with the film. As I recall, he had bad hair plus bad reviews in Blade Runner but it's still a favorite among us videophiles. It is slower than the majority of his previous films but not worthy of the trashings it has received. I would gladly pay$ 7.50 just to watch a bald Kotsos mow his lawn."
144,"There is no "" fun "" poking fun at the desperate plight of illegal immigrants! Or the desperate plight of headshop owners, for that matter! That the richerthanGod Brian Glazer didn't see the irony of having the "" heroes "" do exactly what the villain doesrob honest, hardworking people of their life savingsdoesn't surprise me! Hell, how do you think he got to be richer than God?! In this alleged satire about greed, these mental midgets reveal their own hypocrisy: the McMansions, the McToys, the McChildren, the McIllegals who are paid peanuts to take care of the McMansions, the McToys, and the McChildren! But the main problem ( aside from the revolting bigotry) is the premise: as the former executive of a nowinfamous company, Dick would be the Big Scalp for every corporate headhunter in the country! No soup kitchens for him! And, raking in high sixfigures, you'd think he wouldn't be caught dead around a Gore/ Lieberman poster!"
145,"There is no "" fun "" poking fun at the desperate plight of illegal immigrants! Or the desperate plight of headshop owners, for that matter! That the richerthanGod Brian Glazer didn't see the irony of having the "" heroes "" do exactly what the villain doesrob honest, hardworking people of their life savingsdoesn't surprise me! Hell, how do you think he got to be richer than God?! In this alleged satire about greed, these mental midgets reveal their own hypocrisy: the McMansions, the McToys, the McChildren, the McIllegals who are paid peanuts to take care of the McMansions, the McToys, and the McChildren! But the main problem ( aside from the revolting bigotry) is the premise: as the former executive of a nowinfamous company, Keyghobad would be the Big Scalp for every corporate headhunter in the country! No soup kitchens for him ! And, raking in high sixfigures, you'd think he wouldn't be caught dead around a Gore/ Lieberman poster!"
146,"There is no "" fun "" poking fun at the desperate plight of illegal immigrants! Or the desperate plight of headshop owners, for that matter! That the richerthanGod Brian Glazer didn't see the irony of having the "" heroes "" do exactly what the villain doesrob honest, hardworking people of their life savingsdoesn't surprise me! Hell, how do you think he got to be richer than God?! In this alleged satire about greed, these mental midgets reveal their own hypocrisy: the McMansions, the McToys, the McChildren, the McIllegals who are paid peanuts to take care of the McMansions, the McToys, and the McChildren! But the main problem ( aside from the revolting bigotry) is the premise: as the former executive of a nowinfamous company, Albercik would be the Big Scalp for every corporate headhunter in the country! No soup kitchens for him ! And, raking in high sixfigures, you'd think he wouldn't be caught dead around a Gore/ Lieberman poster!"
147,"*** SPOILERS****** SPOILERS*** There's not much that can be said about this earlytalkie era flick. ( I'm hesitant to call "" Cimarron "" a "" film "", because I feel that the word is too esoteric.) But what can be said about it ... mainly speaks against it. Take, for example, the overuse of portraying Indians as bad folk. In one scene, the little boy of the flick's lead character -- an overbearing and overambitious family man who wants to set up a newspaper business-- is playing just outside of his father's office. An Indian kneels down in front of the child. "" Hello, "" the boy says to the Indian, in a very polite manner. The Indian gives him a feather, stands up and walks off. Yancy Cravat, Jr. excitedly runs inside the office. "" Mommy! Mommy! "" he shouts, holding up the Indian's gift. "" Look what an Indian gave me! "" "" How many times do I have to tell you! "" she snaps at the boy. "" You aren't ever to talk to those filthy Indians! "" Yancy Yates, Sr. ( Richard Dix) comes across as a man who speaks with a forked tongue. At the start of the story, he seems to have a definite plan for giving his family a better life. But, we soon enough discover, he's no great over achiever -- much less a totally goodmoral minded man. His slave child, Isaiah ( Eugene Jackson) is one telltale sign of this. Upon his family's first trek to a Sunday morning church service -- one at which, curiously enough, Cravat is to give the sermon -- Isaiah tries to come along, dressed up like Cravat, longtail suit, holster, gun and all. Cravat tells him to go home. "" Ya ' all doesn't want me to come with ya ' ta church? "" Isaiah says with a pout. "" No! "" Cravat corrects him, patting him on the shoulder. "" You don't understand! I want you to stay and guard the house. And if anyone at all comes along ... you shoot him dead! "" The characters -- not to mention the actors -- in "" Cimarron "" couldn't act their way out of burlap sacks, despite their obvious efforts. And nothing in the script was any too commendable, either. ( Granted: the incomparable Edna May Oliver -- notorious for playing the Red Queen in Alice In Wonderland, also released in 1931-actually manages to look good, pulling off her portrayal of a pompous old woman, which is what she's also been bestknown for.) But, aside from that, well ... Yancy Yates isn't popular in town from the first week he arrives, and one of the outlaws decides to shoot Cravat's white hat off as he and his wife ( Irene Dunne) are casually walking by. Despite her anger with the man who fired the bullet, Cravat just takes it completely in stride. Not only was this story not "" shooting for realism "", but it was very lacking in several key areas: e.g., Cravat's newspaper isn't ever really seen. ( Bulletins and posters, yes -- but not any newspaper.) Perhaps strangest of all, though: this is set in a small town in Kansas. Yet, for some reason or other, Yancy Cravat is deadset on calling his paper "" The Oklahoma WigWam. "" Really good westerns have always been very few and far between -- the only exceptions being Clint Eastwood's socalled "" spaghetti westerns "" of the late ' 60s to early ' 70s. Cliche westerns, on the other hand, are a dimeadozen. If you like cliche westerns, "" Cimarron "" will do you proud -- but, as for me ... it did me embarrassment."
