prediction,original
0,"*** SPOILERS****** SPOILERS*** There's not much that can be said about this earlytalkie era flick. ( I'm hesitant to call "" Cimarron "" a "" film "", because I feel that the word is too esoteric.) But what can be said about it ... mainly speaks against it. Take, for example, the overuse of portraying Indians as bad folk. In one scene, the little boy of the flick's lead character -- an overbearing and overambitious family man who wants to set up a newspaper business-- is playing just outside of his father's office. An Indian kneels down in front of the child. "" Hello, "" the boy says to the Indian, in a very polite manner. The Indian gives him a feather, stands up and walks off. Yancy Cravat, Jr. excitedly runs inside the office. "" Mommy! Mommy! "" he shouts, holding up the Indian's gift. "" Look what an Indian gave me! "" "" How many times do I have to tell you! "" she snaps at the boy. "" You aren't ever to talk to those filthy Indians! "" Yancy Yates, Sr. ( Richard Dix) comes across as a man who speaks with a forked tongue. At the start of the story, he seems to have a definite plan for giving his family a better life. But, we soon enough discover, he's no great over achiever -- much less a totally goodmoral minded man. His slave child, Isaiah ( Eugene Jackson) is one telltale sign of this. Upon his family's first trek to a Sunday morning church service -- one at which, curiously enough, Cravat is to give the sermon -- Isaiah tries to come along, dressed up like Cravat, longtail suit, holster, gun and all. Cravat tells him to go home. "" Ya ' all doesn't want me to come with ya ' ta church? "" Isaiah says with a pout. "" No! "" Cravat corrects him, patting him on the shoulder. "" You don't understand! I want you to stay and guard the house. And if anyone at all comes along ... you shoot him dead! "" The characters -- not to mention the actors -- in "" Cimarron "" couldn't act their way out of burlap sacks, despite their obvious efforts. And nothing in the script was any too commendable, either. ( Granted: the incomparable Edna May Oliver -- notorious for playing the Red Queen in Alice In Wonderland, also released in 1931-actually manages to look good, pulling off her portrayal of a pompous old woman, which is what she's also been bestknown for.) But, aside from that, well ... Yancy Yates isn't popular in town from the first week he arrives, and one of the outlaws decides to shoot Cravat's white hat off as he and his wife ( Irene Dunne) are casually walking by. Despite her anger with the man who fired the bullet, Cravat just takes it completely in stride. Not only was this story not "" shooting for realism "", but it was very lacking in several key areas: e.g., Cravat's newspaper isn't ever really seen. ( Bulletins and posters, yes -- but not any newspaper.) Perhaps strangest of all, though: this is set in a small town in Kansas. Yet, for some reason or other, Yancy Cravat is deadset on calling his paper "" The Oklahoma WigWam. "" Really good westerns have always been very few and far between -- the only exceptions being Clint Eastwood's socalled "" spaghetti westerns "" of the late ' 60s to early ' 70s. Cliche westerns, on the other hand, are a dimeadozen. If you like cliche westerns, "" Cimarron "" will do you proud -- but, as for me ... it did me embarrassment."
1,"*** SPOILERS****** SPOILERS*** There's not much that can be said about this earlytalkie era flick. ( I'm hesitant to call "" Cimarron "" a "" film "", because I feel that the word is too esoteric.) But what can be said about it ... mainly speaks against it. Take, for example, the overuse of portraying Indians as bad folk. In one scene, the little boy of the flick's lead character -- an overbearing and overambitious family man who wants to set up a newspaper business-- is playing just outside of his father's office. An Indian kneels down in front of the child. "" Hello, "" the boy says to the Indian, in a very polite manner. The Indian gives him a feather, stands up and walks off. Yancy Cravat, Jr. excitedly runs inside the office. "" Mommy! Mommy! "" he shouts, holding up the Indian's gift. "" Look what an Indian gave me! "" "" How many times do I have to tell you! "" she snaps at the boy. "" You aren't ever to talk to those filthy Indians! "" Yancy Yates, Sr. ( Richard Dix) comes across as a man who speaks with a forked tongue. At the start of the story, he seems to have a definite plan for giving his family a better life. But, we soon enough discover, he's no great over achiever -- much less a totally goodmoral minded man. His slave child, Isaiah ( Eugene Jackson) is one telltale sign of this. Upon his family's first trek to a Sunday morning church service -- one at which, curiously enough, Cravat is to give the sermon -- Isaiah tries to come along, dressed up like Cravat, longtail suit, holster, gun and all. Cravat tells him to go home. "" Ya ' all doesn't want me to come with ya ' ta church? "" Isaiah says with a pout. "" No! "" Cravat corrects him, patting him on the shoulder. "" You don't understand! I want you to stay and guard the house. And if anyone at all comes along ... you shoot him dead! "" The characters -- not to mention the actors -- in "" Cimarron "" couldn't act their way out of burlap sacks, despite their obvious efforts. And nothing in the script was any too commendable, either. ( Granted: the incomparable Edna May Oliver -- notorious for playing the Red Queen in Alice In Wonderland, also released in 1931-actually manages to look good, pulling off her portrayal of a pompous old woman, which is what she's also been bestknown for.) But, aside from that, well ... Yancy Yates isn't popular in town from the first week he arrives, and one of the outlaws decides to shoot Cravat's white hat off as he and his wife ( Irene Dunne) are casually walking by. Despite her anger with the man who fired the bullet, Cravat just takes it completely in stride. Not only was this story not "" shooting for realism "", but it was very lacking in several key areas: e.g., Cravat's newspaper isn't ever really seen. ( Bulletins and posters, yes -- but not any newspaper.) Perhaps strangest of all, though: this is set in a small town in Kansas. Yet, for some reason or other, Yancy Cravat is deadset on calling his paper "" The Oklahoma WigWam. "" Really good westerns have always been very few and far between -- the only exceptions being Clint Eastwood's socalled "" spaghetti westerns "" of the late ' 60s to early ' 70s. Cliche westerns, on the other hand, are a dimeadozen. If you like cliche westerns, "" Cimarron "" will do you proud -- but, as for me ... it did me embarrassment."
1,"... Once. "" Manos, the Hands of Fate. "" That was worse than this, quite a bit worse: but it did have one thing: it had beautiful women in negligees wresting each other -- for about 20 minutes. This has a fat 45 yearold with 3 tits and a tail, in a cantina scene cloned directly from "" Star Wars. "" Not to mention an obese, blue seductress Uhura, her fat legs and ass hanging out of some sort of insane bird costume, in this Method Acting Mess. She always wanted to perform before a "" captive audience ""? She must have meant the poor slobs who shelled out 8 bucks hoping to see another "" Wrath of Khan, "" or at least a "" Voyage Home. "" Captive "" is right. I wonder how many people in the theaters tried to slit their wrists while crying out: "" mother, make it stop. "" No question about it, "" Final Frontier "" is not just an unmitigated disaster, it's cruel and unusual punishment. This is Star Trek from hell. This is Shatner on mushrooms -- or maybe peyote. This is Where No Man Has Gone Before and Wished He Never Had in the First Place. Or, to paraphrase a review of "" Heaven's Gate: "" It's as if Gene Roddenberry sold his soul to the Devil for the success of a TV series, and Devil is just now coming around to collect. "" And don't even get me started on a drunken Kirk and a grinning McCoy singing "" Row, Row, Row Your Boat "" together, like they were lovers in some sort of demented gay fever dream. Then we've got the Hideous Dynamic Duo of Sulu and Chekov, hiking through the woods together ... probably en route to a Barry Manilow concert. Then there's Laurence Luckinbill as Spock's brother???!!! Yeah, right! Amazing how these relations we never heard of suddenly crawl out of the woodwork when we need a new plot line. And not to forget Spock rocketing through the air after Kirk when he falls from a cliff in Yosemite. Sure. He catches up to Kirk and saves him ONE FOOT away from the ground. Where'd you get those nifty Rocket Shoes, Spock?!"
0,"... Once. "" Manos, the Hands of Fate. "" That was worse than this, quite a bit worse: but it did have one thing: it had beautiful women in negligees wresting each other -- for about 20 minutes. This has a fat 45 yearold with 3 tits and a tail, in a cantina scene cloned directly from "" Star Wars. "" Not to mention an obese, blue seductress Uhura, her fat legs and ass hanging out of some sort of insane bird costume, in this Method Acting Mess. She always wanted to perform before a "" captive audience ""? She must have meant the poor slobs who shelled out 8 bucks hoping to see another "" Wrath of Khan, "" or at least a "" Voyage Home. "" Captive "" is right. I wonder how many people in the theaters tried to slit their wrists while crying out: "" mother, make it stop. "" No question about it, "" Final Frontier "" is not just an unmitigated disaster, it's cruel and unusual punishment. This is Star Trek from hell. This is Shatner on mushrooms -- or maybe peyote. This is Where No Man Has Gone Before and Wished He Never Had in the First Place. Or, to paraphrase a review of "" Heaven's Gate: "" It's as if Gene Roddenberry sold his soul to the Devil for the success of a TV series, and Devil is just now coming around to collect. "" And don't even get me started on a drunken Kirk and a grinning McCoy singing "" Row, Row, Row Your Boat "" together, like they were lovers in some sort of demented gay fever dream. Then we've got the Hideous Dynamic Duo of Sulu and Chekov, hiking through the woods together ... probably en route to a Barry Manilow concert. Then there's Laurence Luckinbill as Spock's brother???!!! Yeah, right! Amazing how these relations we never heard of suddenly crawl out of the woodwork when we need a new plot line. And not to forget Spock rocketing through the air after Kirk when he falls from a cliff in Yosemite. Sure. He catches up to Kirk and saves him ONE FOOT away from the ground. Where'd you get those nifty Rocket Shoes, Spock?!"
1,"17/02/09 "" More "" ( 1969) Dir: Barbet Schroeder   For a film that most viewers have agreed is pretty average, I'm impressed by quite how many differing interpretations have been offered of it. I've only scoured the web quite briefly and I've already been informed that "" More "" is: a 19th Centurystyle romance, an allusion to the story of Icarus, a plain film full of dull people, and of interest only to Pink Floyd completists. It's fair to say, then, that critical reception is mixed. I would argue that these wildly disparate readings of Barbet Schroeder's 1969 directorial debut are proof enough that "" More "" is anything but a pretty average film. Neither is it a masterpiece, of course. I approached "" More "" as I did "" Easy Rider "" and Antonioni's "" Blowup ""as a ' timecapsule ' film, a snapshot of an eradespite the differences in pace, style and content between these movies. They all have similar flawseither vague or downright unlikeable characters, acting that seems slightly adrift from reality, relaxed editing, and abrupt endings that have left viewers indignant. These movies never try to be persuasive or meet the audience half waythey are what they are, man. This in itself is not a problem as long as we are left with a souvenir of the experience. Thankfully, "" More "" offers several truly memorable images, sounds and suggestions to the viewer, and this is what saves it. Stefan is a young man who arrives in Paris fresh from his studies in Germany. The first part of the film follows him as he falls in with a group of French hipsters, accompanies them to devastatingly cool and selfconscious parties and bars before meeting Estelle. The two characters become sexually and romantically involved and he promises to follow her to Ibiza, against the advice of his friend Charlie. This is where the Icarus thing comes into playshe is the Sun, he is pursuing her. You may now be able to guess how this all ends. Ibiza is an idyll so far away from the bustling urgency of the overpopulated Paris that the naive Stefan knows he must be on to a good thing. Estelle remains elusive and erratic, and the island has a less desirable underbelly. Up until now I had cared little for either of these characters and their unfocused pursuit of somewhere to be really free, but once the action is pared down to just these two the film becomes poignant quite suddenly. During just one single wistful exchange of dialogue in the remote villa they inhabit, the place where their volatile love crystallises, I went from watching with a fading optimism to being utterly enraptured. I can't think of many other films that have done this. The relationship between Stefan and Estelle is real and human in that we can see it go from lifedefining intimacy to disillusionment and cruel coldness. They take a lot of drugs and cavort naked on the terraces, the rocks and beaches. Their lives revolve around nothing but each other and the beautiful Mediterranean surroundings. For a while, their situation is the very essence of freedom, emotional openness and experience for its own sake. But Stefan is not in control, and this is the downfall of more than just his future on Ibiza. Pink Floyd's score is a perfect fit for the exoticism, the intimacy, and the foreboding of "" More "". It is one of the most memorable inclusions, along with the mosquito netting around Estelle's bed, and their hallucinogenic exuberance around the windmill ( which appears on the soundtrack album's front cover). A scene in which they take acid to escape from heroin withdrawal is illustrative of the fundamental flaws of the couplethey can not ' land ' without a crash. Maybe they've come too close to what they wanted. Stefan never makes contact with any family or friends from before his arrival in Paris. We are left to presume they have no idea where he is. While other 1960s Counterculture movies dwell on debauchery, excess, the media and voyeurism, Schroeder has instead presented us with a story focused upon one man, who backs himself into a little corner somewhere in the world and quietly disappears."
0,"17/02/09 "" More "" ( 1969) Dir: Barbet Schroeder   For a film that most viewers have agreed is pretty average, I'm impressed by quite how many differing interpretations have been offered of it. I've only scoured the web quite briefly and I've already been informed that "" More "" is: a 19th Centurystyle romance, an allusion to the story of Icarus, a plain film full of dull people, and of interest only to Pink Floyd completists. It's fair to say, then, that critical reception is mixed. I would argue that these wildly disparate readings of Barbet Schroeder's 1969 directorial debut are proof enough that "" More "" is anything but a pretty average film. Neither is it a masterpiece, of course. I approached "" More "" as I did "" Easy Rider "" and Antonioni's "" Blowup ""as a ' timecapsule ' film, a snapshot of an eradespite the differences in pace, style and content between these movies. They all have similar flawseither vague or downright unlikeable characters, acting that seems slightly adrift from reality, relaxed editing, and abrupt endings that have left viewers indignant. These movies never try to be persuasive or meet the audience half waythey are what they are, man. This in itself is not a problem as long as we are left with a souvenir of the experience. Thankfully, "" More "" offers several truly memorable images, sounds and suggestions to the viewer, and this is what saves it. Stefan is a young man who arrives in Paris fresh from his studies in Germany. The first part of the film follows him as he falls in with a group of French hipsters, accompanies them to devastatingly cool and selfconscious parties and bars before meeting Estelle. The two characters become sexually and romantically involved and he promises to follow her to Ibiza, against the advice of his friend Charlie. This is where the Icarus thing comes into playshe is the Sun, he is pursuing her. You may now be able to guess how this all ends. Ibiza is an idyll so far away from the bustling urgency of the overpopulated Paris that the naive Stefan knows he must be on to a good thing. Estelle remains elusive and erratic, and the island has a less desirable underbelly. Up until now I had cared little for either of these characters and their unfocused pursuit of somewhere to be really free, but once the action is pared down to just these two the film becomes poignant quite suddenly. During just one single wistful exchange of dialogue in the remote villa they inhabit, the place where their volatile love crystallises, I went from watching with a fading optimism to being utterly enraptured. I can't think of many other films that have done this. The relationship between Stefan and Estelle is real and human in that we can see it go from lifedefining intimacy to disillusionment and cruel coldness. They take a lot of drugs and cavort naked on the terraces, the rocks and beaches. Their lives revolve around nothing but each other and the beautiful Mediterranean surroundings. For a while, their situation is the very essence of freedom, emotional openness and experience for its own sake. But Stefan is not in control, and this is the downfall of more than just his future on Ibiza. Pink Floyd's score is a perfect fit for the exoticism, the intimacy, and the foreboding of "" More "". It is one of the most memorable inclusions, along with the mosquito netting around Estelle's bed, and their hallucinogenic exuberance around the windmill ( which appears on the soundtrack album's front cover). A scene in which they take acid to escape from heroin withdrawal is illustrative of the fundamental flaws of the couplethey can not ' land ' without a crash. Maybe they've come too close to what they wanted. Stefan never makes contact with any family or friends from before his arrival in Paris. We are left to presume they have no idea where he is. While other 1960s Counterculture movies dwell on debauchery, excess, the media and voyeurism, Schroeder has instead presented us with a story focused upon one man, who backs himself into a little corner somewhere in the world and quietly disappears."
1,"Jack Webb finally gives something besides his usual wooden indian performance. He played the epitome of the jarhead, brainwashed, storm the beaches, semper fi, bonehead military idiot. The Corps before all else, even humanity. This great film showed the idiosy of boot camp to it's fullest. 4 stars."
0,"Jack Webb finally gives something besides his usual wooden indian performance. He played the epitome of the jarhead, brainwashed, storm the beaches, semper fi, bonehead military idiot. The Corps before all else, even humanity. This great film showed the idiosy of boot camp to it's fullest. 4 stars."
0,"Thomas Edison had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Edison was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows."
1,"Thomas Edison had no other reason to make this film except to show that film can capture the electrocution of an innocent elephant. Edison was not a genius but a man out for money and profit; his love for life was measured by dollars, not experiences, as this film shows."
0,"Danny is beyond sorry. He keeps making the same mistakes, and is no longer interesting to watch. At first I could feel for him, as an addict myself. My heart went out to him at the beginning, and somewhere along the line he went over the line. It is almost as if he is continuing this behavior to keep the show going, and at the same time is seriously risking his life, and the welfare of his family, especially his children. It is difficult even to have pity for the poor boy. I think he needs to watch this show, maybe then he might have a chance a saving this marriage. I can't understand how Gretchen stays with him, and I keep wondering how much is just for show, and how much is love. Danny, get a lifea new one that is! ... and don't get me started on Dr. Gary. What is with him and his face? His skin looks like it's stretched to the max. Besides that, looks don't mean a thing, yet he seems not to be particularly impartial. I think, he too, is keeping this going for his own monetary gain and often not in the best interests of either Gretchen or Danny. These people are few confused and each remind me of a dog chasing its tail. sad, very sad. C'mon pull yourselves together."
1,"Danny is beyond sorry. He keeps making the same mistakes, and is no longer interesting to watch. At first I could feel for him, as an addict myself. My heart went out to him at the beginning, and somewhere along the line he went over the line. It is almost as if he is continuing this behavior to keep the show going, and at the same time is seriously risking his life, and the welfare of his family, especially his children. It is difficult even to have pity for the poor boy. I think he needs to watch this show, maybe then he might have a chance a saving this marriage. I can't understand how Gretchen stays with him, and I keep wondering how much is just for show, and how much is love. Danny, get a lifea new one that is! ... and don't get me started on Dr. Gary. What is with him and his face? His skin looks like it's stretched to the max. Besides that, looks don't mean a thing, yet he seems not to be particularly impartial. I think, he too, is keeping this going for his own monetary gain and often not in the best interests of either Gretchen or Danny. These people are few confused and each remind me of a dog chasing its tail. sad, very sad. C'mon pull yourselves together."
0,"Columbo is guest lecturer for a criminology class. The students invite him along for their afterclass gettogether. Transiting the nearby parking garage, they discover their regular teacher, next to his car, dead from a gunshot wound. ( No, Columbo was not after the man's job.) As a class project, Columbo involves the students in his sleuthing. Two students, tentatively identified by the viewer as culprits, were in the lecture hall for the entire class. Furthermore, surveillance camera tapes of the parking garage show that no one other than the professor entered or left after he was last seen unexpectedly departing the lecture hall. Reversing the normal routine, Columbo is the one that is pestered by the evil (?) duo, eager for progress reports and an ear for their theories. Forensic evidence is almost nonexistent. Solution of the case hinges on some eventual and interesting good luck. On first viewing, it seemed that Columbo had swallowed whole the culprits ' misdirection; however, on repeat viewing, small details revealed that not to have been the case at all. This reviewer has yet to tire of "" Columbo Goes to College. """
1,"Columbo is guest lecturer for a criminology class. The students invite him along for their afterclass gettogether. Transiting the nearby parking garage, they discover their regular teacher, next to his car, dead from a gunshot wound. ( No, Columbo was not after the man's job.) As a class project, Columbo involves the students in his sleuthing. Two students, tentatively identified by the viewer as culprits, were in the lecture hall for the entire class. Furthermore, surveillance camera tapes of the parking garage show that no one other than the professor entered or left after he was last seen unexpectedly departing the lecture hall. Reversing the normal routine, Columbo is the one that is pestered by the evil (?) duo, eager for progress reports and an ear for their theories. Forensic evidence is almost nonexistent. Solution of the case hinges on some eventual and interesting good luck. On first viewing, it seemed that Columbo had swallowed whole the culprits ' misdirection; however, on repeat viewing, small details revealed that not to have been the case at all. This reviewer has yet to tire of "" Columbo Goes to College. """
